price,asOfDate,currencyCode,__typename
6.9852,2024-10-11,USD,FundPrice
6.9668,2024-10-10,USD,FundPrice
6.9199,2024-10-09,USD,FundPrice
6.9785,2024-10-08,USD,FundPrice
7.1164,2024-10-07,USD,FundPrice
7.0867,2024-10-04,USD,FundPrice
7.0434,2024-10-03,USD,FundPrice
7.1409,2024-10-02,USD,FundPrice
7.0385,2024-10-01,USD,FundPrice
7.0257,2024-09-30,USD,FundPrice
7.0134,2024-09-27,USD,FundPrice
6.9378,2024-09-26,USD,FundPrice
6.804,2024-09-25,USD,FundPrice
6.7623,2024-09-24,USD,FundPrice
6.6481,2024-09-23,USD,FundPrice
6.6241,2024-09-20,USD,FundPrice
6.589,2024-09-19,USD,FundPrice
6.4994,2024-09-18,USD,FundPrice
6.5188,2024-09-17,USD,FundPrice
6.4928,2024-09-16,USD,FundPrice
6.468,2024-09-13,USD,FundPrice
6.4285,2024-09-12,USD,FundPrice
6.3337,2024-09-11,USD,FundPrice
6.3511,2024-09-10,USD,FundPrice
6.342,2024-09-09,USD,FundPrice
6.3991,2024-09-06,USD,FundPrice
6.3951,2024-09-05,USD,FundPrice
6.3661,2024-09-04,USD,FundPrice
6.4478,2024-09-03,USD,FundPrice
6.4715,2024-09-02,USD,FundPrice
6.4989,2024-08-30,USD,FundPrice
6.4667,2024-08-29,USD,FundPrice
6.4752,2024-08-28,USD,FundPrice
6.4836,2024-08-27,USD,FundPrice
6.506,2024-08-26,USD,FundPrice
6.5034,2024-08-23,USD,FundPrice
6.4927,2024-08-22,USD,FundPrice
6.5002,2024-08-21,USD,FundPrice
6.5225,2024-08-20,USD,FundPrice
6.52,2024-08-19,USD,FundPrice
6.4613,2024-08-16,USD,FundPrice
6.3682,2024-08-15,USD,FundPrice
6.368,2024-08-14,USD,FundPrice
6.338,2024-08-13,USD,FundPrice
6.3292,2024-08-12,USD,FundPrice
6.2982,2024-08-09,USD,FundPrice
6.2027,2024-08-08,USD,FundPrice
6.2243,2024-08-07,USD,FundPrice
6.1034,2024-08-06,USD,FundPrice
6.0223,2024-08-05,USD,FundPrice
6.2653,2024-08-02,USD,FundPrice
6.3992,2024-08-01,USD,FundPrice
6.3758,2024-07-31,USD,FundPrice
6.3137,2024-07-30,USD,FundPrice
6.3299,2024-07-29,USD,FundPrice
6.3197,2024-07-26,USD,FundPrice
6.3464,2024-07-25,USD,FundPrice
6.376,2024-07-24,USD,FundPrice
6.397,2024-07-23,USD,FundPrice
6.3778,2024-07-22,USD,FundPrice
6.4035,2024-07-19,USD,FundPrice
6.4968,2024-07-18,USD,FundPrice
6.5316,2024-07-17,USD,FundPrice
6.557,2024-07-16,USD,FundPrice
6.558,2024-07-15,USD,FundPrice
6.5814,2024-07-12,USD,FundPrice
6.5846,2024-07-11,USD,FundPrice
