price,asOfDate,currencyCode,__typename
25.9912,2024-10-11,USD,FundPrice
25.9953,2024-10-10,USD,FundPrice
26.0014,2024-10-09,USD,FundPrice
26.0691,2024-10-08,USD,FundPrice
26.0512,2024-10-07,USD,FundPrice
26.1206,2024-10-04,USD,FundPrice
26.321,2024-10-03,USD,FundPrice
26.4216,2024-10-02,USD,FundPrice
26.486,2024-10-01,USD,FundPrice
26.4134,2024-09-30,USD,FundPrice
26.4756,2024-09-27,USD,FundPrice
26.4012,2024-09-26,USD,FundPrice
26.4143,2024-09-25,USD,FundPrice
26.494,2024-09-24,USD,FundPrice
26.4672,2024-09-23,USD,FundPrice
26.4816,2024-09-20,USD,FundPrice
26.4932,2024-09-19,USD,FundPrice
26.5006,2024-09-18,USD,FundPrice
26.5987,2024-09-17,USD,FundPrice
26.6429,2024-09-16,USD,FundPrice
26.569,2024-09-13,USD,FundPrice
26.522,2024-09-12,USD,FundPrice
26.5585,2024-09-11,USD,FundPrice
26.5799,2024-09-10,USD,FundPrice
26.4887,2024-09-09,USD,FundPrice
26.4602,2024-09-06,USD,FundPrice
26.4174,2024-09-05,USD,FundPrice
26.3687,2024-09-04,USD,FundPrice
26.2386,2024-09-03,USD,FundPrice
26.1055,2024-09-02,USD,FundPrice
26.0988,2024-08-30,USD,FundPrice
26.1678,2024-08-29,USD,FundPrice
26.2057,2024-08-28,USD,FundPrice
26.2142,2024-08-27,USD,FundPrice
26.2153,2024-08-26,USD,FundPrice
26.2336,2024-08-23,USD,FundPrice
26.1429,2024-08-22,USD,FundPrice
26.2463,2024-08-21,USD,FundPrice
26.2039,2024-08-20,USD,FundPrice
26.1159,2024-08-19,USD,FundPrice
26.0818,2024-08-16,USD,FundPrice
26.0399,2024-08-15,USD,FundPrice
26.1691,2024-08-14,USD,FundPrice
26.1347,2024-08-13,USD,FundPrice
26.0497,2024-08-12,USD,FundPrice
25.9926,2024-08-09,USD,FundPrice
25.92,2024-08-08,USD,FundPrice
25.9817,2024-08-07,USD,FundPrice
26.0501,2024-08-06,USD,FundPrice
26.2411,2024-08-05,USD,FundPrice
26.2114,2024-08-02,USD,FundPrice
25.8811,2024-08-01,USD,FundPrice
25.7724,2024-07-31,USD,FundPrice
25.6387,2024-07-30,USD,FundPrice
25.5995,2024-07-29,USD,FundPrice
25.5591,2024-07-26,USD,FundPrice
25.473,2024-07-25,USD,FundPrice
25.4232,2024-07-24,USD,FundPrice
25.4755,2024-07-23,USD,FundPrice
25.4644,2024-07-22,USD,FundPrice
25.4829,2024-07-19,USD,FundPrice
25.5401,2024-07-18,USD,FundPrice
25.6019,2024-07-17,USD,FundPrice
25.5899,2024-07-16,USD,FundPrice
25.4956,2024-07-15,USD,FundPrice
25.5535,2024-07-12,USD,FundPrice
25.506,2024-07-11,USD,FundPrice
25.3787,2024-07-10,USD,FundPrice
25.3598,2024-07-09,USD,FundPrice
25.3825,2024-07-08,USD,FundPrice
25.3704,2024-07-05,USD,FundPrice
25.2519,2024-07-04,USD,FundPrice
25.2498,2024-07-03,USD,FundPrice
25.1465,2024-07-02,USD,FundPrice
25.0781,2024-07-01,USD,FundPrice
25.2175,2024-06-28,USD,FundPrice
25.327,2024-06-27,USD,FundPrice
25.2846,2024-06-26,USD,FundPrice
25.4046,2024-06-25,USD,FundPrice
25.3876,2024-06-24,USD,FundPrice
25.3619,2024-06-21,USD,FundPrice
25.3598,2024-06-20,USD,FundPrice
