price,asOfDate,currencyCode,__typename
161.9447,2024-10-11,GBP,FundPrice
161.6123,2024-10-10,GBP,FundPrice
161.506,2024-10-09,GBP,FundPrice
160.7459,2024-10-08,GBP,FundPrice
161.0189,2024-10-07,GBP,FundPrice
161.2055,2024-10-04,GBP,FundPrice
160.8155,2024-10-03,GBP,FundPrice
160.3031,2024-10-02,GBP,FundPrice
160.205,2024-10-01,GBP,FundPrice
159.7369,2024-09-30,GBP,FundPrice
160.3226,2024-09-27,GBP,FundPrice
159.7193,2024-09-26,GBP,FundPrice
158.9588,2024-09-25,GBP,FundPrice
159.2342,2024-09-24,GBP,FundPrice
158.8811,2024-09-23,GBP,FundPrice
159.021,2024-09-20,GBP,FundPrice
159.9054,2024-09-19,GBP,FundPrice
158.3804,2024-09-18,GBP,FundPrice
159.1371,2024-09-17,GBP,FundPrice
158.9368,2024-09-16,GBP,FundPrice
158.8724,2024-09-13,GBP,FundPrice
158.6697,2024-09-12,GBP,FundPrice
158.0707,2024-09-11,GBP,FundPrice
157.1841,2024-09-10,GBP,FundPrice
156.9199,2024-09-09,GBP,FundPrice
155.4265,2024-09-06,GBP,FundPrice
156.9241,2024-09-05,GBP,FundPrice
157.1117,2024-09-04,GBP,FundPrice
158.2323,2024-09-03,GBP,FundPrice
159.4704,2024-09-02,GBP,FundPrice
159.6099,2024-08-30,GBP,FundPrice
158.7628,2024-08-29,GBP,FundPrice
158.3393,2024-08-28,GBP,FundPrice
158.4891,2024-08-27,GBP,FundPrice
159.0506,2024-08-23,GBP,FundPrice
158.297,2024-08-22,GBP,FundPrice
159.351,2024-08-21,GBP,FundPrice
159.0266,2024-08-20,GBP,FundPrice
159.6118,2024-08-19,GBP,FundPrice
159.421,2024-08-16,GBP,FundPrice
159.0264,2024-08-15,GBP,FundPrice
157.8258,2024-08-14,GBP,FundPrice
157.1399,2024-08-13,GBP,FundPrice
155.807,2024-08-12,GBP,FundPrice
155.9525,2024-08-09,GBP,FundPrice
155.3819,2024-08-08,GBP,FundPrice
154.1532,2024-08-07,GBP,FundPrice
153.8957,2024-08-06,GBP,FundPrice
152.2807,2024-08-05,GBP,FundPrice
