price,asOfDate,currencyCode,__typename
24.647,2024-10-11,GBP,FundPrice
24.6464,2024-10-10,GBP,FundPrice
24.6502,2024-10-09,GBP,FundPrice
24.6848,2024-10-08,GBP,FundPrice
24.6702,2024-10-07,GBP,FundPrice
24.7402,2024-10-04,GBP,FundPrice
24.8733,2024-10-03,GBP,FundPrice
24.9373,2024-10-02,GBP,FundPrice
24.9929,2024-10-01,GBP,FundPrice
24.915,2024-09-30,GBP,FundPrice
24.938,2024-09-27,GBP,FundPrice
24.8865,2024-09-26,GBP,FundPrice
24.8873,2024-09-25,GBP,FundPrice
24.9498,2024-09-24,GBP,FundPrice
24.9087,2024-09-23,GBP,FundPrice
24.8974,2024-09-20,GBP,FundPrice
24.9218,2024-09-19,GBP,FundPrice
24.9244,2024-09-18,GBP,FundPrice
24.9951,2024-09-17,GBP,FundPrice
25.0188,2024-09-16,GBP,FundPrice
24.9614,2024-09-13,GBP,FundPrice
24.9238,2024-09-12,GBP,FundPrice
24.9592,2024-09-11,GBP,FundPrice
24.9304,2024-09-10,GBP,FundPrice
24.8808,2024-09-09,GBP,FundPrice
24.8643,2024-09-06,GBP,FundPrice
24.8163,2024-09-05,GBP,FundPrice
24.7791,2024-09-04,GBP,FundPrice
24.6798,2024-09-03,GBP,FundPrice
24.599,2024-09-02,GBP,FundPrice
24.6192,2024-08-30,GBP,FundPrice
24.6466,2024-08-29,GBP,FundPrice
24.6729,2024-08-28,GBP,FundPrice
24.6737,2024-08-27,GBP,FundPrice
24.7002,2024-08-26,GBP,FundPrice
24.7128,2024-08-23,GBP,FundPrice
24.6455,2024-08-22,GBP,FundPrice
24.7141,2024-08-21,GBP,FundPrice
24.6776,2024-08-20,GBP,FundPrice
24.6187,2024-08-19,GBP,FundPrice
24.6044,2024-08-16,GBP,FundPrice
24.5802,2024-08-15,GBP,FundPrice
24.6698,2024-08-14,GBP,FundPrice
24.6296,2024-08-13,GBP,FundPrice
24.5466,2024-08-12,GBP,FundPrice
24.5215,2024-08-09,GBP,FundPrice
24.4583,2024-08-08,GBP,FundPrice
24.4732,2024-08-07,GBP,FundPrice
24.5402,2024-08-06,GBP,FundPrice
24.6466,2024-08-05,GBP,FundPrice
24.6271,2024-08-02,GBP,FundPrice
24.4498,2024-08-01,GBP,FundPrice
24.3609,2024-07-31,GBP,FundPrice
24.2733,2024-07-30,GBP,FundPrice
24.2432,2024-07-29,GBP,FundPrice
24.1911,2024-07-26,GBP,FundPrice
24.1364,2024-07-25,GBP,FundPrice
24.0945,2024-07-24,GBP,FundPrice
24.1264,2024-07-23,GBP,FundPrice
24.1168,2024-07-22,GBP,FundPrice
