price,asOfDate,currencyCode,__typename
57.6055,2024-10-11,USD,FundPrice
57.6078,2024-10-10,USD,FundPrice
57.5987,2024-10-09,USD,FundPrice
57.7143,2024-10-08,USD,FundPrice
57.6702,2024-10-07,USD,FundPrice
57.837,2024-10-04,USD,FundPrice
58.1875,2024-10-03,USD,FundPrice
58.3933,2024-10-02,USD,FundPrice
58.4909,2024-10-01,USD,FundPrice
58.317,2024-09-30,USD,FundPrice
58.4159,2024-09-27,USD,FundPrice
58.2609,2024-09-26,USD,FundPrice
58.2829,2024-09-25,USD,FundPrice
58.4996,2024-09-24,USD,FundPrice
58.4115,2024-09-23,USD,FundPrice
58.4108,2024-09-20,USD,FundPrice
58.435,2024-09-19,USD,FundPrice
58.3661,2024-09-18,USD,FundPrice
58.543,2024-09-17,USD,FundPrice
58.584,2024-09-16,USD,FundPrice
58.3704,2024-09-13,USD,FundPrice
58.2289,2024-09-12,USD,FundPrice
58.2545,2024-09-11,USD,FundPrice
58.2778,2024-09-10,USD,FundPrice
58.1351,2024-09-09,USD,FundPrice
58.0327,2024-09-06,USD,FundPrice
57.9792,2024-09-05,USD,FundPrice
57.8293,2024-09-04,USD,FundPrice
57.5502,2024-09-03,USD,FundPrice
57.3543,2024-09-02,USD,FundPrice
57.339,2024-08-30,USD,FundPrice
57.4848,2024-08-29,USD,FundPrice
57.5601,2024-08-28,USD,FundPrice
57.6084,2024-08-27,USD,FundPrice
57.6178,2024-08-26,USD,FundPrice
57.6469,2024-08-23,USD,FundPrice
57.3986,2024-08-22,USD,FundPrice
57.6002,2024-08-21,USD,FundPrice
57.4889,2024-08-20,USD,FundPrice
57.3454,2024-08-19,USD,FundPrice
57.231,2024-08-16,USD,FundPrice
57.114,2024-08-15,USD,FundPrice
57.2648,2024-08-14,USD,FundPrice
57.0862,2024-08-13,USD,FundPrice
56.8323,2024-08-12,USD,FundPrice
56.7151,2024-08-09,USD,FundPrice
56.5122,2024-08-08,USD,FundPrice
56.5809,2024-08-07,USD,FundPrice
56.7276,2024-08-06,USD,FundPrice
56.9986,2024-08-05,USD,FundPrice
57.1296,2024-08-02,USD,FundPrice
56.6218,2024-08-01,USD,FundPrice
56.471,2024-07-31,USD,FundPrice
56.1739,2024-07-30,USD,FundPrice
56.1203,2024-07-29,USD,FundPrice
56.0172,2024-07-26,USD,FundPrice
55.8007,2024-07-25,USD,FundPrice
55.6858,2024-07-24,USD,FundPrice
55.8796,2024-07-23,USD,FundPrice
55.8896,2024-07-22,USD,FundPrice
55.9115,2024-07-19,USD,FundPrice
56.0601,2024-07-18,USD,FundPrice
56.2107,2024-07-17,USD,FundPrice
56.2017,2024-07-16,USD,FundPrice
55.9766,2024-07-15,USD,FundPrice
56.1324,2024-07-12,USD,FundPrice
55.9894,2024-07-11,USD,FundPrice
55.7195,2024-07-10,USD,FundPrice
55.6594,2024-07-09,USD,FundPrice
55.7335,2024-07-08,USD,FundPrice
55.691,2024-07-05,USD,FundPrice
55.4047,2024-07-04,USD,FundPrice
55.3979,2024-07-03,USD,FundPrice
55.137,2024-07-02,USD,FundPrice
54.9192,2024-07-01,USD,FundPrice
55.1769,2024-06-28,USD,FundPrice
55.426,2024-06-27,USD,FundPrice
55.3199,2024-06-26,USD,FundPrice
55.5981,2024-06-25,USD,FundPrice
55.6016,2024-06-24,USD,FundPrice
55.5209,2024-06-21,USD,FundPrice
55.5174,2024-06-20,USD,FundPrice
55.6684,2024-06-19,USD,FundPrice
55.6616,2024-06-18,USD,FundPrice
55.455,2024-06-17,USD,FundPrice
55.6686,2024-06-14,USD,FundPrice
55.6433,2024-06-13,USD,FundPrice
55.3955,2024-06-12,USD,FundPrice
55.1541,2024-06-11,USD,FundPrice
54.9506,2024-06-10,USD,FundPrice
55.0346,2024-06-07,USD,FundPrice
55.4554,2024-06-06,USD,FundPrice
55.4815,2024-06-05,USD,FundPrice
55.3423,2024-06-04,USD,FundPrice
55.1411,2024-06-03,USD,FundPrice
54.8416,2024-05-31,USD,FundPrice
54.6239,2024-05-30,USD,FundPrice
54.3991,2024-05-29,USD,FundPrice
54.6119,2024-05-28,USD,FundPrice
54.8234,2024-05-27,USD,FundPrice
54.8034,2024-05-24,USD,FundPrice
54.7569,2024-05-23,USD,FundPrice
54.9223,2024-05-22,USD,FundPrice
54.9779,2024-05-21,USD,FundPrice
54.883,2024-05-20,USD,FundPrice
54.915,2024-05-17,USD,FundPrice
55.0261,2024-05-16,USD,FundPrice
55.0857,2024-05-15,USD,FundPrice
54.7311,2024-05-14,USD,FundPrice
54.6012,2024-05-13,USD,FundPrice
54.5564,2024-05-10,USD,FundPrice
54.6908,2024-05-09,USD,FundPrice
54.6026,2024-05-08,USD,FundPrice
54.7213,2024-05-07,USD,FundPrice
54.6456,2024-05-06,USD,FundPrice
54.5333,2024-05-03,USD,FundPrice
54.2462,2024-05-02,USD,FundPrice
54.0294,2024-05-01,USD,FundPrice
53.8583,2024-04-30,USD,FundPrice
54.0506,2024-04-29,USD,FundPrice
53.864,2024-04-26,USD,FundPrice
53.709,2024-04-25,USD,FundPrice
53.8686,2024-04-24,USD,FundPrice
54.0081,2024-04-23,USD,FundPrice
53.9048,2024-04-22,USD,FundPrice
53.8478,2024-04-19,USD,FundPrice
53.7841,2024-04-18,USD,FundPrice
53.9071,2024-04-17,USD,FundPrice
53.6615,2024-04-16,USD,FundPrice
53.8628,2024-04-15,USD,FundPrice
54.2133,2024-04-12,USD,FundPrice
54.1236,2024-04-11,USD,FundPrice
54.1929,2024-04-10,USD,FundPrice
54.7758,2024-04-09,USD,FundPrice
54.5831,2024-04-08,USD,FundPrice
54.5605,2024-04-05,USD,FundPrice
54.8264,2024-04-04,USD,FundPrice
54.7233,2024-04-03,USD,FundPrice
54.6678,2024-04-02,USD,FundPrice
54.7312,2024-04-01,USD,FundPrice
55.1255,2024-03-28,USD,FundPrice
55.1084,2024-03-27,USD,FundPrice
54.9341,2024-03-26,USD,FundPrice
54.9178,2024-03-25,USD,FundPrice
55.0313,2024-03-22,USD,FundPrice
54.8441,2024-03-21,USD,FundPrice
54.7625,2024-03-20,USD,FundPrice
54.7057,2024-03-19,USD,FundPrice
54.6037,2024-03-18,USD,FundPrice
54.6165,2024-03-15,USD,FundPrice
54.6303,2024-03-14,USD,FundPrice
54.9443,2024-03-13,USD,FundPrice
54.9894,2024-03-12,USD,FundPrice
55.1201,2024-03-11,USD,FundPrice
55.139,2024-03-08,USD,FundPrice
55.0747,2024-03-07,USD,FundPrice
54.9892,2024-03-06,USD,FundPrice
54.8652,2024-03-05,USD,FundPrice
54.6437,2024-03-04,USD,FundPrice
54.6915,2024-03-01,USD,FundPrice
54.484,2024-02-29,USD,FundPrice
54.4274,2024-02-28,USD,FundPrice
54.3693,2024-02-27,USD,FundPrice
54.4472,2024-02-26,USD,FundPrice
54.5583,2024-02-23,USD,FundPrice
54.4191,2024-02-22,USD,FundPrice
54.3589,2024-02-21,USD,FundPrice
54.463,2024-02-20,USD,FundPrice
54.3637,2024-02-19,USD,FundPrice
54.3446,2024-02-16,USD,FundPrice
54.488,2024-02-15,USD,FundPrice
54.3332,2024-02-14,USD,FundPrice
54.144,2024-02-13,USD,FundPrice
54.6111,2024-02-12,USD,FundPrice
54.575,2024-02-09,USD,FundPrice
54.6506,2024-02-08,USD,FundPrice
54.8227,2024-02-07,USD,FundPrice
54.92,2024-02-06,USD,FundPrice
54.6704,2024-02-05,USD,FundPrice
55.0551,2024-02-02,USD,FundPrice
55.5188,2024-02-01,USD,FundPrice
55.236,2024-01-31,USD,FundPrice
55.0291,2024-01-30,USD,FundPrice
54.9646,2024-01-29,USD,FundPrice
54.7501,2024-01-26,USD,FundPrice
54.7961,2024-01-25,USD,FundPrice
54.5578,2024-01-24,USD,FundPrice
54.6301,2024-01-23,USD,FundPrice
54.7657,2024-01-22,USD,FundPrice
54.6299,2024-01-19,USD,FundPrice
54.6035,2024-01-18,USD,FundPrice
54.6698,2024-01-17,USD,FundPrice
54.7925,2024-01-16,USD,FundPrice
55.1641,2024-01-15,USD,FundPrice
55.1446,2024-01-12,USD,FundPrice
55.0262,2024-01-11,USD,FundPrice
54.7857,2024-01-10,USD,FundPrice
54.7925,2024-01-09,USD,FundPrice
54.7495,2024-01-08,USD,FundPrice
54.4997,2024-01-05,USD,FundPrice
54.6508,2024-01-04,USD,FundPrice
54.9231,2024-01-03,USD,FundPrice
54.9558,2024-01-02,USD,FundPrice
55.2242,2023-12-29,USD,FundPrice
55.3168,2023-12-28,USD,FundPrice
55.4365,2023-12-27,USD,FundPrice
55.0466,2023-12-26,USD,FundPrice
54.9864,2023-12-22,USD,FundPrice
55.0114,2023-12-21,USD,FundPrice
55.0943,2023-12-20,USD,FundPrice
54.937,2023-12-19,USD,FundPrice
54.8687,2023-12-18,USD,FundPrice
55.0025,2023-12-15,USD,FundPrice
55.0627,2023-12-14,USD,FundPrice
54.5261,2023-12-13,USD,FundPrice
53.8056,2023-12-12,USD,FundPrice
53.6441,2023-12-11,USD,FundPrice
53.6476,2023-12-08,USD,FundPrice
53.8516,2023-12-07,USD,FundPrice
53.9144,2023-12-06,USD,FundPrice
53.7252,2023-12-05,USD,FundPrice
53.399,2023-12-04,USD,FundPrice
53.5216,2023-12-01,USD,FundPrice
53.0888,2023-11-30,USD,FundPrice
53.2474,2023-11-29,USD,FundPrice
52.8971,2023-11-28,USD,FundPrice
52.7366,2023-11-27,USD,FundPrice
52.4325,2023-11-24,USD,FundPrice
52.5784,2023-11-23,USD,FundPrice
52.5712,2023-11-22,USD,FundPrice
52.4619,2023-11-21,USD,FundPrice
52.4209,2023-11-20,USD,FundPrice
52.2734,2023-11-17,USD,FundPrice
52.1572,2023-11-16,USD,FundPrice
51.863,2023-11-15,USD,FundPrice
52.0968,2023-11-14,USD,FundPrice
51.4592,2023-11-13,USD,FundPrice
51.4256,2023-11-10,USD,FundPrice
51.2959,2023-11-09,USD,FundPrice
51.6905,2023-11-08,USD,FundPrice
51.4729,2023-11-07,USD,FundPrice
51.2374,2023-11-06,USD,FundPrice
51.4291,2023-11-03,USD,FundPrice
51.1358,2023-11-02,USD,FundPrice
50.7262,2023-11-01,USD,FundPrice
50.2729,2023-10-31,USD,FundPrice
50.3374,2023-10-30,USD,FundPrice
50.4464,2023-10-27,USD,FundPrice
50.4562,2023-10-26,USD,FundPrice
50.1936,2023-10-25,USD,FundPrice
50.5268,2023-10-24,USD,FundPrice
50.3354,2023-10-23,USD,FundPrice
50.09,2023-10-20,USD,FundPrice
49.9547,2023-10-19,USD,FundPrice
50.235,2023-10-18,USD,FundPrice
50.4775,2023-10-17,USD,FundPrice
50.8167,2023-10-16,USD,FundPrice
51.061,2023-10-13,USD,FundPrice
50.8177,2023-10-12,USD,FundPrice
51.2344,2023-10-11,USD,FundPrice
50.9796,2023-10-10,USD,FundPrice
50.5013,2023-10-09,USD,FundPrice
50.4821,2023-10-06,USD,FundPrice
50.6594,2023-10-05,USD,FundPrice
50.6723,2023-10-04,USD,FundPrice
50.3892,2023-10-03,USD,FundPrice
50.8122,2023-10-02,USD,FundPrice
51.1567,2023-09-29,USD,FundPrice
51.1803,2023-09-28,USD,FundPrice
51.1292,2023-09-27,USD,FundPrice
51.3131,2023-09-26,USD,FundPrice
51.3874,2023-09-25,USD,FundPrice
51.7134,2023-09-22,USD,FundPrice
51.4917,2023-09-21,USD,FundPrice
51.8778,2023-09-20,USD,FundPrice
51.8421,2023-09-19,USD,FundPrice
51.9618,2023-09-18,USD,FundPrice
51.8818,2023-09-15,USD,FundPrice
51.981,2023-09-14,USD,FundPrice
52.0425,2023-09-13,USD,FundPrice
51.9931,2023-09-12,USD,FundPrice
51.9728,2023-09-11,USD,FundPrice
52.048,2023-09-08,USD,FundPrice
51.9866,2023-09-07,USD,FundPrice
51.8425,2023-09-06,USD,FundPrice
51.9177,2023-09-05,USD,FundPrice
52.196,2023-09-04,USD,FundPrice
52.178,2023-09-01,USD,FundPrice
52.4532,2023-08-31,USD,FundPrice
52.3654,2023-08-30,USD,FundPrice
52.3689,2023-08-29,USD,FundPrice
52.0689,2023-08-28,USD,FundPrice
51.9446,2023-08-25,USD,FundPrice
51.9278,2023-08-24,USD,FundPrice
52.0465,2023-08-23,USD,FundPrice
51.5283,2023-08-22,USD,FundPrice
51.4344,2023-08-21,USD,FundPrice
51.6681,2023-08-18,USD,FundPrice
51.5624,2023-08-17,USD,FundPrice
51.6516,2023-08-16,USD,FundPrice
51.8344,2023-08-15,USD,FundPrice
51.9722,2023-08-14,USD,FundPrice
52.0176,2023-08-11,USD,FundPrice
52.1575,2023-08-10,USD,FundPrice
52.4609,2023-08-09,USD,FundPrice
52.4169,2023-08-08,USD,FundPrice
52.2406,2023-08-07,USD,FundPrice
52.3434,2023-08-04,USD,FundPrice
51.9223,2023-08-03,USD,FundPrice
52.2876,2023-08-02,USD,FundPrice
52.5038,2023-08-01,USD,FundPrice
52.8268,2023-07-31,USD,FundPrice
52.7107,2023-07-28,USD,FundPrice
52.5076,2023-07-27,USD,FundPrice
52.8846,2023-07-26,USD,FundPrice
52.7495,2023-07-25,USD,FundPrice
52.7737,2023-07-24,USD,FundPrice
52.8219,2023-07-21,USD,FundPrice
52.7688,2023-07-20,USD,FundPrice
53.0679,2023-07-19,USD,FundPrice
52.854,2023-07-18,USD,FundPrice
52.7578,2023-07-17,USD,FundPrice
52.7224,2023-07-14,USD,FundPrice
52.9585,2023-07-13,USD,FundPrice
52.6382,2023-07-12,USD,FundPrice
52.2283,2023-07-11,USD,FundPrice
52.0899,2023-07-10,USD,FundPrice
51.9238,2023-07-07,USD,FundPrice
51.9501,2023-07-06,USD,FundPrice
52.3219,2023-07-05,USD,FundPrice
52.559,2023-07-04,USD,FundPrice
52.5531,2023-07-03,USD,FundPrice
52.6199,2023-06-30,USD,FundPrice
52.3759,2023-06-29,USD,FundPrice
52.7162,2023-06-28,USD,FundPrice
52.5484,2023-06-27,USD,FundPrice
52.6456,2023-06-26,USD,FundPrice
52.5596,2023-06-23,USD,FundPrice
52.4281,2023-06-22,USD,FundPrice
52.6677,2023-06-21,USD,FundPrice
52.6462,2023-06-20,USD,FundPrice
52.5094,2023-06-19,USD,FundPrice
52.4916,2023-06-16,USD,FundPrice
52.5565,2023-06-15,USD,FundPrice
52.2452,2023-06-14,USD,FundPrice
52.1514,2023-06-13,USD,FundPrice
52.3483,2023-06-12,USD,FundPrice
