price,asOfDate,currencyCode,__typename
291.0198,2024-10-11,GBP,FundPrice
290.3278,2024-10-10,GBP,FundPrice
290.0391,2024-10-09,GBP,FundPrice
288.2658,2024-10-08,GBP,FundPrice
288.8378,2024-10-07,GBP,FundPrice
289.0528,2024-10-04,GBP,FundPrice
287.7222,2024-10-03,GBP,FundPrice
286.4783,2024-10-02,GBP,FundPrice
286.0038,2024-10-01,GBP,FundPrice
285.2796,2024-09-30,GBP,FundPrice
286.3943,2024-09-27,GBP,FundPrice
285.1743,2024-09-26,GBP,FundPrice
283.3541,2024-09-25,GBP,FundPrice
283.8202,2024-09-24,GBP,FundPrice
283.1419,2024-09-23,GBP,FundPrice
283.4616,2024-09-20,GBP,FundPrice
285.3366,2024-09-19,GBP,FundPrice
281.8538,2024-09-18,GBP,FundPrice
283.2881,2024-09-17,GBP,FundPrice
282.7921,2024-09-16,GBP,FundPrice
282.8089,2024-09-13,GBP,FundPrice
282.4806,2024-09-12,GBP,FundPrice
281.0295,2024-09-11,GBP,FundPrice
279.2116,2024-09-10,GBP,FundPrice
278.7196,2024-09-09,GBP,FundPrice
275.4389,2024-09-06,GBP,FundPrice
278.9645,2024-09-05,GBP,FundPrice
279.4719,2024-09-04,GBP,FundPrice
282.2774,2024-09-03,GBP,FundPrice
285.2915,2024-09-02,GBP,FundPrice
285.5011,2024-08-30,GBP,FundPrice
283.5829,2024-08-29,GBP,FundPrice
282.5937,2024-08-28,GBP,FundPrice
282.9174,2024-08-27,GBP,FundPrice
283.9647,2024-08-23,GBP,FundPrice
282.5776,2024-08-22,GBP,FundPrice
284.7173,2024-08-21,GBP,FundPrice
284.085,2024-08-20,GBP,FundPrice
285.5449,2024-08-19,GBP,FundPrice
285.0465,2024-08-16,GBP,FundPrice
284.3069,2024-08-15,GBP,FundPrice
281.301,2024-08-14,GBP,FundPrice
279.9556,2024-08-13,GBP,FundPrice
277.225,2024-08-12,GBP,FundPrice
277.5929,2024-08-09,GBP,FundPrice
