price,asOfDate,currencyCode,__typename
124.4295,2024-10-11,GBP,FundPrice
123.6629,2024-10-10,GBP,FundPrice
123.7827,2024-10-09,GBP,FundPrice
123.1318,2024-10-08,GBP,FundPrice
123.074,2024-10-07,GBP,FundPrice
123.2346,2024-10-04,GBP,FundPrice
123.1041,2024-10-03,GBP,FundPrice
122.7155,2024-10-02,GBP,FundPrice
122.6002,2024-10-01,GBP,FundPrice
122.4063,2024-09-30,GBP,FundPrice
122.9704,2024-09-27,GBP,FundPrice
122.3715,2024-09-26,GBP,FundPrice
121.3942,2024-09-25,GBP,FundPrice
121.9018,2024-09-24,GBP,FundPrice
121.9312,2024-09-23,GBP,FundPrice
122.1117,2024-09-20,GBP,FundPrice
122.5909,2024-09-19,GBP,FundPrice
121.3222,2024-09-18,GBP,FundPrice
122.0777,2024-09-17,GBP,FundPrice
121.8688,2024-09-16,GBP,FundPrice
121.6207,2024-09-13,GBP,FundPrice
121.4125,2024-09-12,GBP,FundPrice
120.9627,2024-09-11,GBP,FundPrice
120.2636,2024-09-10,GBP,FundPrice
119.8109,2024-09-09,GBP,FundPrice
118.181,2024-09-06,GBP,FundPrice
118.8981,2024-09-05,GBP,FundPrice
119.536,2024-09-04,GBP,FundPrice
120.6621,2024-09-03,GBP,FundPrice
121.1233,2024-09-02,GBP,FundPrice
121.1641,2024-08-30,GBP,FundPrice
120.281,2024-08-29,GBP,FundPrice
119.2373,2024-08-28,GBP,FundPrice
119.3727,2024-08-27,GBP,FundPrice
119.7163,2024-08-23,GBP,FundPrice
119.4272,2024-08-22,GBP,FundPrice
119.8462,2024-08-21,GBP,FundPrice
119.5663,2024-08-20,GBP,FundPrice
119.4765,2024-08-19,GBP,FundPrice
119.6152,2024-08-16,GBP,FundPrice
119.1844,2024-08-15,GBP,FundPrice
117.9214,2024-08-14,GBP,FundPrice
117.2545,2024-08-13,GBP,FundPrice
116.4569,2024-08-12,GBP,FundPrice
117.1228,2024-08-09,GBP,FundPrice
116.7849,2024-08-08,GBP,FundPrice
116.1453,2024-08-07,GBP,FundPrice
115.5674,2024-08-06,GBP,FundPrice
114.2008,2024-08-05,GBP,FundPrice
116.9554,2024-08-02,GBP,FundPrice
118.7444,2024-08-01,GBP,FundPrice
119.5013,2024-07-31,GBP,FundPrice
118.94,2024-07-30,GBP,FundPrice
118.9466,2024-07-29,GBP,FundPrice
118.9514,2024-07-26,GBP,FundPrice
117.5107,2024-07-25,GBP,FundPrice
118.2045,2024-07-24,GBP,FundPrice
119.1404,2024-07-23,GBP,FundPrice
119.1408,2024-07-22,GBP,FundPrice
118.5334,2024-07-19,GBP,FundPrice
118.7964,2024-07-18,GBP,FundPrice
119.3082,2024-07-17,GBP,FundPrice
119.7802,2024-07-16,GBP,FundPrice
119.4766,2024-07-15,GBP,FundPrice
119.765,2024-07-12,GBP,FundPrice
119.411,2024-07-11,GBP,FundPrice
119.2377,2024-07-10,GBP,FundPrice
118.3113,2024-07-09,GBP,FundPrice
118.3303,2024-07-08,GBP,FundPrice
118.9244,2024-07-05,GBP,FundPrice
118.9767,2024-07-04,GBP,FundPrice
118.6628,2024-07-03,GBP,FundPrice
118.8357,2024-07-02,GBP,FundPrice
118.6483,2024-07-01,GBP,FundPrice
118.9253,2024-06-28,GBP,FundPrice
119.2097,2024-06-27,GBP,FundPrice
119.4723,2024-06-26,GBP,FundPrice
119.3226,2024-06-25,GBP,FundPrice
119.5697,2024-06-24,GBP,FundPrice
119.6987,2024-06-21,GBP,FundPrice
119.4221,2024-06-20,GBP,FundPrice
118.6465,2024-06-19,GBP,FundPrice
118.8446,2024-06-18,GBP,FundPrice
118.015,2024-06-17,GBP,FundPrice
117.7286,2024-06-14,GBP,FundPrice
117.601,2024-06-13,GBP,FundPrice
117.33,2024-06-12,GBP,FundPrice
117.3837,2024-06-11,GBP,FundPrice
117.7796,2024-06-10,GBP,FundPrice
117.8533,2024-06-07,GBP,FundPrice
118.0352,2024-06-06,GBP,FundPrice
117.512,2024-06-05,GBP,FundPrice
