price,asOfDate,currencyCode,__typename
6.9191,2024-10-11,USD,FundPrice
6.9334,2024-10-10,USD,FundPrice
6.9021,2024-10-09,USD,FundPrice
6.9048,2024-10-08,USD,FundPrice
7.0182,2024-10-07,USD,FundPrice
6.9313,2024-10-04,USD,FundPrice
6.9834,2024-10-03,USD,FundPrice
6.956,2024-10-02,USD,FundPrice
7.104,2024-10-01,USD,FundPrice
7.0753,2024-09-30,USD,FundPrice
7.2355,2024-09-27,USD,FundPrice
7.0878,2024-09-26,USD,FundPrice
6.9298,2024-09-25,USD,FundPrice
6.9854,2024-09-24,USD,FundPrice
6.9607,2024-09-23,USD,FundPrice
6.9379,2024-09-20,USD,FundPrice
6.9329,2024-09-19,USD,FundPrice
6.8601,2024-09-18,USD,FundPrice
6.8529,2024-09-17,USD,FundPrice
6.9056,2024-09-16,USD,FundPrice
6.8889,2024-09-13,USD,FundPrice
6.8592,2024-09-12,USD,FundPrice
6.7373,2024-09-11,USD,FundPrice
6.7861,2024-09-10,USD,FundPrice
6.7965,2024-09-09,USD,FundPrice
6.8704,2024-09-06,USD,FundPrice
6.8517,2024-09-05,USD,FundPrice
6.8627,2024-09-04,USD,FundPrice
7.0209,2024-09-03,USD,FundPrice
6.977,2024-09-02,USD,FundPrice
7.0062,2024-08-30,USD,FundPrice
6.9761,2024-08-29,USD,FundPrice
7.0134,2024-08-28,USD,FundPrice
7.0006,2024-08-27,USD,FundPrice
6.9888,2024-08-26,USD,FundPrice
6.9786,2024-08-23,USD,FundPrice
6.9155,2024-08-22,USD,FundPrice
6.9154,2024-08-21,USD,FundPrice
6.9261,2024-08-20,USD,FundPrice
6.8343,2024-08-19,USD,FundPrice
6.8152,2024-08-16,USD,FundPrice
6.6229,2024-08-15,USD,FundPrice
6.6503,2024-08-14,USD,FundPrice
6.5683,2024-08-13,USD,FundPrice
6.4258,2024-08-12,USD,FundPrice
6.4437,2024-08-09,USD,FundPrice
6.3598,2024-08-08,USD,FundPrice
6.3979,2024-08-07,USD,FundPrice
6.361,2024-08-06,USD,FundPrice
6.0549,2024-08-05,USD,FundPrice
6.5739,2024-08-02,USD,FundPrice
6.8039,2024-08-01,USD,FundPrice
6.9196,2024-07-31,USD,FundPrice
6.6998,2024-07-30,USD,FundPrice
6.7339,2024-07-29,USD,FundPrice
6.6356,2024-07-26,USD,FundPrice
6.6393,2024-07-25,USD,FundPrice
6.818,2024-07-24,USD,FundPrice
6.8119,2024-07-23,USD,FundPrice
6.7677,2024-07-22,USD,FundPrice
6.8285,2024-07-19,USD,FundPrice
6.8862,2024-07-18,USD,FundPrice
6.973,2024-07-17,USD,FundPrice
6.8998,2024-07-16,USD,FundPrice
6.9289,2024-07-15,USD,FundPrice
6.9286,2024-07-12,USD,FundPrice
6.949,2024-07-11,USD,FundPrice
6.8022,2024-07-10,USD,FundPrice
6.7779,2024-07-09,USD,FundPrice
6.7393,2024-07-08,USD,FundPrice
6.763,2024-07-05,USD,FundPrice
6.7643,2024-07-04,USD,FundPrice
6.6874,2024-07-03,USD,FundPrice
6.6381,2024-07-02,USD,FundPrice
6.6077,2024-07-01,USD,FundPrice
6.6232,2024-06-28,USD,FundPrice
6.5923,2024-06-27,USD,FundPrice
6.6073,2024-06-26,USD,FundPrice
6.6063,2024-06-25,USD,FundPrice
