price,asOfDate,currencyCode,__typename
136.3352,2024-10-11,GBP,FundPrice
136.2174,2024-10-10,GBP,FundPrice
136.2891,2024-10-09,GBP,FundPrice
136.2039,2024-10-08,GBP,FundPrice
136.2428,2024-10-07,GBP,FundPrice
136.6187,2024-10-04,GBP,FundPrice
137.188,2024-10-03,GBP,FundPrice
137.1224,2024-10-02,GBP,FundPrice
137.5494,2024-10-01,GBP,FundPrice
136.9763,2024-09-30,GBP,FundPrice
137.1836,2024-09-27,GBP,FundPrice
136.8465,2024-09-26,GBP,FundPrice
136.8157,2024-09-25,GBP,FundPrice
137.2011,2024-09-24,GBP,FundPrice
136.9862,2024-09-23,GBP,FundPrice
137.0007,2024-09-20,GBP,FundPrice
137.3486,2024-09-19,GBP,FundPrice
137.1655,2024-09-18,GBP,FundPrice
137.6938,2024-09-17,GBP,FundPrice
137.7144,2024-09-16,GBP,FundPrice
137.4656,2024-09-13,GBP,FundPrice
137.2655,2024-09-12,GBP,FundPrice
137.3122,2024-09-11,GBP,FundPrice
136.8635,2024-09-10,GBP,FundPrice
136.6218,2024-09-09,GBP,FundPrice
136.2204,2024-09-06,GBP,FundPrice
136.3296,2024-09-05,GBP,FundPrice
136.2112,2024-09-04,GBP,FundPrice
136.0346,2024-09-03,GBP,FundPrice
135.88,2024-09-02,GBP,FundPrice
136.0916,2024-08-30,GBP,FundPrice
135.935,2024-08-29,GBP,FundPrice
135.9785,2024-08-28,GBP,FundPrice
136.0375,2024-08-27,GBP,FundPrice
136.4911,2024-08-23,GBP,FundPrice
135.914,2024-08-22,GBP,FundPrice
136.5128,2024-08-21,GBP,FundPrice
136.3395,2024-08-20,GBP,FundPrice
136.1805,2024-08-19,GBP,FundPrice
136.1978,2024-08-16,GBP,FundPrice
135.9853,2024-08-15,GBP,FundPrice
136.2564,2024-08-14,GBP,FundPrice
135.8088,2024-08-13,GBP,FundPrice
135.1089,2024-08-12,GBP,FundPrice
135.0756,2024-08-09,GBP,FundPrice
