price,asOfDate,currencyCode,__typename
362.7314,2024-10-11,GBP,FundPrice
361.2828,2024-10-10,GBP,FundPrice
361.2256,2024-10-09,GBP,FundPrice
358.4361,2024-10-08,GBP,FundPrice
356.6454,2024-10-07,GBP,FundPrice
357.8065,2024-10-04,GBP,FundPrice
355.7345,2024-10-03,GBP,FundPrice
353.0817,2024-10-02,GBP,FundPrice
353.1184,2024-10-01,GBP,FundPrice
353.3842,2024-09-30,GBP,FundPrice
354.8978,2024-09-27,GBP,FundPrice
354.6578,2024-09-26,GBP,FundPrice
352.4363,2024-09-25,GBP,FundPrice
352.8326,2024-09-24,GBP,FundPrice
352.5405,2024-09-23,GBP,FundPrice
353.6701,2024-09-20,GBP,FundPrice
355.9669,2024-09-19,GBP,FundPrice
351.0517,2024-09-18,GBP,FundPrice
352.6685,2024-09-17,GBP,FundPrice
352.4622,2024-09-16,GBP,FundPrice
353.2548,2024-09-13,GBP,FundPrice
352.7082,2024-09-12,GBP,FundPrice
351.0431,2024-09-11,GBP,FundPrice
347.0471,2024-09-10,GBP,FundPrice
345.5793,2024-09-09,GBP,FundPrice
340.5628,2024-09-06,GBP,FundPrice
345.905,2024-09-05,GBP,FundPrice
346.7656,2024-09-04,GBP,FundPrice
350.195,2024-09-03,GBP,FundPrice
354.8488,2024-09-02,GBP,FundPrice
355.2521,2024-08-30,GBP,FundPrice
351.99,2024-08-29,GBP,FundPrice
350.6374,2024-08-28,GBP,FundPrice
351.8652,2024-08-27,GBP,FundPrice
352.1918,2024-08-26,GBP,FundPrice
353.6186,2024-08-23,GBP,FundPrice
351.6568,2024-08-22,GBP,FundPrice
355.3135,2024-08-21,GBP,FundPrice
354.5856,2024-08-20,GBP,FundPrice
355.7118,2024-08-19,GBP,FundPrice
354.8057,2024-08-16,GBP,FundPrice
353.9994,2024-08-15,GBP,FundPrice
349.0675,2024-08-14,GBP,FundPrice
347.9697,2024-08-13,GBP,FundPrice
342.8457,2024-08-12,GBP,FundPrice
343.8764,2024-08-09,GBP,FundPrice
342.9731,2024-08-08,GBP,FundPrice
337.0109,2024-08-07,GBP,FundPrice
338.6898,2024-08-06,GBP,FundPrice
333.1419,2024-08-05,GBP,FundPrice
343.2955,2024-08-02,GBP,FundPrice
351.0482,2024-08-01,GBP,FundPrice
355.0895,2024-07-31,GBP,FundPrice
349.6613,2024-07-30,GBP,FundPrice
350.6423,2024-07-29,GBP,FundPrice
349.8813,2024-07-26,GBP,FundPrice
345.9458,2024-07-25,GBP,FundPrice
347.6428,2024-07-24,GBP,FundPrice
354.9602,2024-07-23,GBP,FundPrice
354.8302,2024-07-22,GBP,FundPrice
351.5028,2024-07-19,GBP,FundPrice
352.2725,2024-07-18,GBP,FundPrice
354.5134,2024-07-17,GBP,FundPrice
360.39,2024-07-16,GBP,FundPrice
357.8113,2024-07-15,GBP,FundPrice
357.1178,2024-07-12,GBP,FundPrice
356.7715,2024-07-11,GBP,FundPrice
360.0664,2024-07-10,GBP,FundPrice
357.5752,2024-07-09,GBP,FundPrice
356.7867,2024-07-08,GBP,FundPrice
357.2804,2024-07-05,GBP,FundPrice
356.6459,2024-07-04,GBP,FundPrice
355.9639,2024-07-03,GBP,FundPrice
356.0065,2024-07-02,GBP,FundPrice
355.2486,2024-07-01,GBP,FundPrice
354.6247,2024-06-28,GBP,FundPrice
356.7755,2024-06-27,GBP,FundPrice
357.0901,2024-06-26,GBP,FundPrice
355.4741,2024-06-25,GBP,FundPrice
353.6197,2024-06-24,GBP,FundPrice
355.6897,2024-06-21,GBP,FundPrice
355.0086,2024-06-20,GBP,FundPrice
354.5657,2024-06-19,GBP,FundPrice
355.7812,2024-06-18,GBP,FundPrice
354.573,2024-06-17,GBP,FundPrice
353.2683,2024-06-14,GBP,FundPrice
351.4741,2024-06-13,GBP,FundPrice
350.2922,2024-06-12,GBP,FundPrice
349.6352,2024-06-11,GBP,FundPrice
349.4394,2024-06-10,GBP,FundPrice
349.161,2024-06-07,GBP,FundPrice
348.7987,2024-06-06,GBP,FundPrice
348.4953,2024-06-05,GBP,FundPrice
344.5492,2024-06-04,GBP,FundPrice
344.5256,2024-06-03,GBP,FundPrice
344.1999,2024-05-31,GBP,FundPrice
342.0385,2024-05-30,GBP,FundPrice
343.7975,2024-05-29,GBP,FundPrice
345.5841,2024-05-28,GBP,FundPrice
345.6362,2024-05-27,GBP,FundPrice
346.0494,2024-05-24,GBP,FundPrice
345.1903,2024-05-23,GBP,FundPrice
