price,asOfDate,currencyCode,__typename
199.2693,2024-10-11,GBP,FundPrice
198.1105,2024-10-10,GBP,FundPrice
198.4399,2024-10-09,GBP,FundPrice
197.1622,2024-10-08,GBP,FundPrice
197.8452,2024-10-07,GBP,FundPrice
196.821,2024-10-04,GBP,FundPrice
197.1145,2024-10-03,GBP,FundPrice
197.2859,2024-10-02,GBP,FundPrice
197.5608,2024-10-01,GBP,FundPrice
198.2156,2024-09-30,GBP,FundPrice
201.0745,2024-09-27,GBP,FundPrice
200.1415,2024-09-26,GBP,FundPrice
198.2242,2024-09-25,GBP,FundPrice
198.0723,2024-09-24,GBP,FundPrice
197.1253,2024-09-23,GBP,FundPrice
197.5209,2024-09-20,GBP,FundPrice
200.7071,2024-09-19,GBP,FundPrice
198.5803,2024-09-18,GBP,FundPrice
200.1218,2024-09-17,GBP,FundPrice
199.2007,2024-09-16,GBP,FundPrice
199.5174,2024-09-13,GBP,FundPrice
198.2333,2024-09-12,GBP,FundPrice
197.222,2024-09-11,GBP,FundPrice
196.7023,2024-09-10,GBP,FundPrice
197.986,2024-09-09,GBP,FundPrice
196.4866,2024-09-06,GBP,FundPrice
197.8091,2024-09-05,GBP,FundPrice
199.2021,2024-09-04,GBP,FundPrice
201.5331,2024-09-03,GBP,FundPrice
202.8327,2024-09-02,GBP,FundPrice
202.8576,2024-08-30,GBP,FundPrice
202.3198,2024-08-29,GBP,FundPrice
200.8305,2024-08-28,GBP,FundPrice
200.4416,2024-08-27,GBP,FundPrice
200.7111,2024-08-26,GBP,FundPrice
201.15,2024-08-23,GBP,FundPrice
200.5778,2024-08-22,GBP,FundPrice
200.4536,2024-08-21,GBP,FundPrice
200.035,2024-08-20,GBP,FundPrice
200.519,2024-08-19,GBP,FundPrice
199.5835,2024-08-16,GBP,FundPrice
199.3512,2024-08-15,GBP,FundPrice
197.7129,2024-08-14,GBP,FundPrice
195.7084,2024-08-13,GBP,FundPrice
194.6242,2024-08-12,GBP,FundPrice
195.2067,2024-08-09,GBP,FundPrice
194.3994,2024-08-08,GBP,FundPrice
194.407,2024-08-07,GBP,FundPrice
191.9413,2024-08-06,GBP,FundPrice
191.3572,2024-08-05,GBP,FundPrice
193.6275,2024-08-02,GBP,FundPrice
197.2149,2024-08-01,GBP,FundPrice
