price,asOfDate,currencyCode,__typename
50.0685,2024-10-11,GBP,FundPrice
50.0166,2024-10-10,GBP,FundPrice
50.0864,2024-10-09,GBP,FundPrice
50.0422,2024-10-08,GBP,FundPrice
49.9734,2024-10-07,GBP,FundPrice
50.1175,2024-10-04,GBP,FundPrice
50.407,2024-10-03,GBP,FundPrice
50.2919,2024-10-02,GBP,FundPrice
50.533,2024-10-01,GBP,FundPrice
50.3429,2024-09-30,GBP,FundPrice
50.886,2024-09-27,GBP,FundPrice
50.8325,2024-09-26,GBP,FundPrice
50.8686,2024-09-25,GBP,FundPrice
51.009,2024-09-24,GBP,FundPrice
50.9837,2024-09-23,GBP,FundPrice
50.9976,2024-09-20,GBP,FundPrice
51.0576,2024-09-19,GBP,FundPrice
51.1218,2024-09-18,GBP,FundPrice
51.3126,2024-09-17,GBP,FundPrice
51.3614,2024-09-16,GBP,FundPrice
51.297,2024-09-13,GBP,FundPrice
51.2545,2024-09-12,GBP,FundPrice
51.3421,2024-09-11,GBP,FundPrice
51.1565,2024-09-10,GBP,FundPrice
51.0907,2024-09-09,GBP,FundPrice
51.0152,2024-09-06,GBP,FundPrice
50.9068,2024-09-05,GBP,FundPrice
50.8814,2024-09-04,GBP,FundPrice
50.7516,2024-09-03,GBP,FundPrice
50.5874,2024-09-02,GBP,FundPrice
50.6746,2024-08-30,GBP,FundPrice
50.6142,2024-08-29,GBP,FundPrice
50.6506,2024-08-28,GBP,FundPrice
50.6612,2024-08-27,GBP,FundPrice
50.8191,2024-08-26,GBP,FundPrice
51.0868,2024-08-23,GBP,FundPrice
50.6526,2024-08-22,GBP,FundPrice
50.8042,2024-08-21,GBP,FundPrice
50.762,2024-08-20,GBP,FundPrice
50.6768,2024-08-19,GBP,FundPrice
50.7093,2024-08-16,GBP,FundPrice
50.6931,2024-08-15,GBP,FundPrice
50.937,2024-08-14,GBP,FundPrice
50.766,2024-08-13,GBP,FundPrice
50.6085,2024-08-12,GBP,FundPrice
50.5861,2024-08-09,GBP,FundPrice
50.5196,2024-08-08,GBP,FundPrice
50.5101,2024-08-07,GBP,FundPrice
50.5867,2024-08-06,GBP,FundPrice
50.7054,2024-08-05,GBP,FundPrice
50.8639,2024-08-02,GBP,FundPrice
50.8288,2024-08-01,GBP,FundPrice
50.5409,2024-07-31,GBP,FundPrice
50.4026,2024-07-30,GBP,FundPrice
50.3715,2024-07-29,GBP,FundPrice
50.2306,2024-07-26,GBP,FundPrice
50.1768,2024-07-25,GBP,FundPrice
50.1299,2024-07-24,GBP,FundPrice
50.4188,2024-07-23,GBP,FundPrice
50.1286,2024-07-22,GBP,FundPrice
50.1723,2024-07-19,GBP,FundPrice
50.639,2024-07-18,GBP,FundPrice
50.2551,2024-07-17,GBP,FundPrice
50.5483,2024-07-16,GBP,FundPrice
50.1864,2024-07-15,GBP,FundPrice
50.1346,2024-07-12,GBP,FundPrice
50.2052,2024-07-11,GBP,FundPrice
50.0513,2024-07-10,GBP,FundPrice
50.2385,2024-07-09,GBP,FundPrice
50.0833,2024-07-08,GBP,FundPrice
50.0129,2024-07-05,GBP,FundPrice
