price,asOfDate,currencyCode,__typename
48.0663,2024-10-11,USD,FundPrice
48.0682,2024-10-10,USD,FundPrice
48.2399,2024-10-09,USD,FundPrice
48.3367,2024-10-08,USD,FundPrice
48.2997,2024-10-07,USD,FundPrice
48.4394,2024-10-04,USD,FundPrice
48.733,2024-10-03,USD,FundPrice
48.9054,2024-10-02,USD,FundPrice
48.9871,2024-10-01,USD,FundPrice
48.8415,2024-09-30,USD,FundPrice
48.9243,2024-09-27,USD,FundPrice
48.7945,2024-09-26,USD,FundPrice
48.8129,2024-09-25,USD,FundPrice
48.9944,2024-09-24,USD,FundPrice
48.9206,2024-09-23,USD,FundPrice
48.92,2024-09-20,USD,FundPrice
48.9403,2024-09-19,USD,FundPrice
48.8826,2024-09-18,USD,FundPrice
49.0307,2024-09-17,USD,FundPrice
49.0651,2024-09-16,USD,FundPrice
48.8862,2024-09-13,USD,FundPrice
48.7677,2024-09-12,USD,FundPrice
48.9758,2024-09-11,USD,FundPrice
48.9954,2024-09-10,USD,FundPrice
48.8754,2024-09-09,USD,FundPrice
48.7893,2024-09-06,USD,FundPrice
48.7443,2024-09-05,USD,FundPrice
48.6183,2024-09-04,USD,FundPrice
48.3836,2024-09-03,USD,FundPrice
48.219,2024-09-02,USD,FundPrice
48.2061,2024-08-30,USD,FundPrice
48.3287,2024-08-29,USD,FundPrice
48.392,2024-08-28,USD,FundPrice
48.4326,2024-08-27,USD,FundPrice
48.4405,2024-08-26,USD,FundPrice
48.465,2024-08-23,USD,FundPrice
48.2562,2024-08-22,USD,FundPrice
48.4257,2024-08-21,USD,FundPrice
48.3322,2024-08-20,USD,FundPrice
48.2115,2024-08-19,USD,FundPrice
48.1153,2024-08-16,USD,FundPrice
48.0169,2024-08-15,USD,FundPrice
48.3689,2024-08-14,USD,FundPrice
48.2181,2024-08-13,USD,FundPrice
48.0036,2024-08-12,USD,FundPrice
47.9046,2024-08-09,USD,FundPrice
47.7332,2024-08-08,USD,FundPrice
47.7912,2024-08-07,USD,FundPrice
47.9151,2024-08-06,USD,FundPrice
48.1441,2024-08-05,USD,FundPrice
48.2548,2024-08-02,USD,FundPrice
47.8259,2024-08-01,USD,FundPrice
47.6984,2024-07-31,USD,FundPrice
47.4475,2024-07-30,USD,FundPrice
47.4022,2024-07-29,USD,FundPrice
47.3151,2024-07-26,USD,FundPrice
47.1323,2024-07-25,USD,FundPrice
47.0352,2024-07-24,USD,FundPrice
47.199,2024-07-23,USD,FundPrice
47.2074,2024-07-22,USD,FundPrice
47.2259,2024-07-19,USD,FundPrice
47.3514,2024-07-18,USD,FundPrice
47.4786,2024-07-17,USD,FundPrice
47.4709,2024-07-16,USD,FundPrice
47.2808,2024-07-15,USD,FundPrice
47.4125,2024-07-12,USD,FundPrice
47.2917,2024-07-11,USD,FundPrice
47.2491,2024-07-10,USD,FundPrice
47.1981,2024-07-09,USD,FundPrice
47.261,2024-07-08,USD,FundPrice
47.2249,2024-07-05,USD,FundPrice
46.9821,2024-07-04,USD,FundPrice
46.9764,2024-07-03,USD,FundPrice
46.7552,2024-07-02,USD,FundPrice
46.5704,2024-07-01,USD,FundPrice
46.789,2024-06-28,USD,FundPrice
47.0002,2024-06-27,USD,FundPrice
46.9103,2024-06-26,USD,FundPrice
47.1461,2024-06-25,USD,FundPrice
47.1491,2024-06-24,USD,FundPrice
47.0807,2024-06-21,USD,FundPrice
47.0777,2024-06-20,USD,FundPrice
47.2058,2024-06-19,USD,FundPrice
47.2,2024-06-18,USD,FundPrice
47.0248,2024-06-17,USD,FundPrice
47.206,2024-06-14,USD,FundPrice
47.1845,2024-06-13,USD,FundPrice
47.1493,2024-06-12,USD,FundPrice
46.9438,2024-06-11,USD,FundPrice
46.7707,2024-06-10,USD,FundPrice
46.8421,2024-06-07,USD,FundPrice
47.2003,2024-06-06,USD,FundPrice
47.2225,2024-06-05,USD,FundPrice
47.104,2024-06-04,USD,FundPrice
46.9328,2024-06-03,USD,FundPrice
46.6778,2024-05-31,USD,FundPrice
46.4926,2024-05-30,USD,FundPrice
46.3012,2024-05-29,USD,FundPrice
46.4824,2024-05-28,USD,FundPrice
46.6623,2024-05-27,USD,FundPrice
46.6454,2024-05-24,USD,FundPrice
46.6057,2024-05-23,USD,FundPrice
46.7465,2024-05-22,USD,FundPrice
46.7939,2024-05-21,USD,FundPrice
46.713,2024-05-20,USD,FundPrice
46.7403,2024-05-17,USD,FundPrice
46.8349,2024-05-16,USD,FundPrice
47.1116,2024-05-15,USD,FundPrice
46.8083,2024-05-14,USD,FundPrice
46.6972,2024-05-13,USD,FundPrice
46.6589,2024-05-10,USD,FundPrice
46.7739,2024-05-09,USD,FundPrice
46.6984,2024-05-08,USD,FundPrice
46.7999,2024-05-07,USD,FundPrice
46.7352,2024-05-06,USD,FundPrice
46.6392,2024-05-03,USD,FundPrice
46.3936,2024-05-02,USD,FundPrice
