price,asOfDate,currencyCode,__typename
5.6967,2024-10-11,GBP,FundPrice
5.6971,2024-10-10,GBP,FundPrice
5.6942,2024-10-09,GBP,FundPrice
5.6944,2024-10-08,GBP,FundPrice
5.6932,2024-10-07,GBP,FundPrice
5.6995,2024-10-04,GBP,FundPrice
5.7151,2024-10-03,GBP,FundPrice
5.7172,2024-10-02,GBP,FundPrice
5.7277,2024-10-01,GBP,FundPrice
5.7083,2024-09-30,GBP,FundPrice
5.7034,2024-09-27,GBP,FundPrice
5.696,2024-09-26,GBP,FundPrice
5.6914,2024-09-25,GBP,FundPrice
5.7038,2024-09-24,GBP,FundPrice
5.6909,2024-09-23,GBP,FundPrice
5.6745,2024-09-20,GBP,FundPrice
5.6835,2024-09-19,GBP,FundPrice
5.6689,2024-09-18,GBP,FundPrice
5.6767,2024-09-17,GBP,FundPrice
5.6801,2024-09-16,GBP,FundPrice
5.669,2024-09-13,GBP,FundPrice
5.6647,2024-09-12,GBP,FundPrice
5.6778,2024-09-11,GBP,FundPrice
5.6719,2024-09-10,GBP,FundPrice
5.6692,2024-09-09,GBP,FundPrice
5.6664,2024-09-06,GBP,FundPrice
5.6518,2024-09-05,GBP,FundPrice
5.6492,2024-09-04,GBP,FundPrice
5.6362,2024-09-03,GBP,FundPrice
5.6231,2024-09-02,GBP,FundPrice
5.6327,2024-08-30,GBP,FundPrice
5.6333,2024-08-29,GBP,FundPrice
5.6335,2024-08-28,GBP,FundPrice
5.6292,2024-08-27,GBP,FundPrice
5.6344,2024-08-26,GBP,FundPrice
5.6391,2024-08-23,GBP,FundPrice
5.6301,2024-08-22,GBP,FundPrice
5.6394,2024-08-21,GBP,FundPrice
5.633,2024-08-20,GBP,FundPrice
5.6215,2024-08-19,GBP,FundPrice
5.6211,2024-08-16,GBP,FundPrice
5.6131,2024-08-15,GBP,FundPrice
5.6307,2024-08-14,GBP,FundPrice
5.6294,2024-08-13,GBP,FundPrice
5.6155,2024-08-12,GBP,FundPrice
5.6186,2024-08-09,GBP,FundPrice
5.6093,2024-08-08,GBP,FundPrice
5.6075,2024-08-07,GBP,FundPrice
5.6133,2024-08-06,GBP,FundPrice
5.6076,2024-08-05,GBP,FundPrice
5.6309,2024-08-02,GBP,FundPrice
5.6264,2024-08-01,GBP,FundPrice
5.6115,2024-07-31,GBP,FundPrice
5.603,2024-07-30,GBP,FundPrice
5.5955,2024-07-29,GBP,FundPrice
5.5869,2024-07-26,GBP,FundPrice
5.5836,2024-07-25,GBP,FundPrice
5.5774,2024-07-24,GBP,FundPrice
5.572,2024-07-23,GBP,FundPrice
5.5598,2024-07-22,GBP,FundPrice
5.5634,2024-07-19,GBP,FundPrice
5.5726,2024-07-18,GBP,FundPrice
5.5639,2024-07-17,GBP,FundPrice
5.563,2024-07-16,GBP,FundPrice
5.5577,2024-07-15,GBP,FundPrice
5.5519,2024-07-12,GBP,FundPrice
5.5592,2024-07-11,GBP,FundPrice
5.5396,2024-07-10,GBP,FundPrice
5.532,2024-07-09,GBP,FundPrice
5.5395,2024-07-08,GBP,FundPrice
5.5335,2024-07-05,GBP,FundPrice
5.5187,2024-07-04,GBP,FundPrice
5.5239,2024-07-03,GBP,FundPrice
5.5043,2024-07-02,GBP,FundPrice
5.5,2024-07-01,GBP,FundPrice
5.5098,2024-06-28,GBP,FundPrice
5.5151,2024-06-27,GBP,FundPrice
5.5112,2024-06-26,GBP,FundPrice
5.517,2024-06-25,GBP,FundPrice
5.513,2024-06-24,GBP,FundPrice
5.5149,2024-06-21,GBP,FundPrice
5.5074,2024-06-20,GBP,FundPrice
5.5114,2024-06-19,GBP,FundPrice
5.5107,2024-06-18,GBP,FundPrice
5.502,2024-06-17,GBP,FundPrice
5.5189,2024-06-14,GBP,FundPrice
5.5018,2024-06-13,GBP,FundPrice
5.4966,2024-06-12,GBP,FundPrice
5.4761,2024-06-11,GBP,FundPrice
5.4658,2024-06-10,GBP,FundPrice
5.4755,2024-06-07,GBP,FundPrice
5.492,2024-06-06,GBP,FundPrice
5.5016,2024-06-05,GBP,FundPrice
5.4965,2024-06-04,GBP,FundPrice
5.4867,2024-06-03,GBP,FundPrice
5.4701,2024-05-31,GBP,FundPrice
5.4667,2024-05-30,GBP,FundPrice
5.4627,2024-05-29,GBP,FundPrice
5.4794,2024-05-28,GBP,FundPrice
5.4828,2024-05-27,GBP,FundPrice
5.4731,2024-05-24,GBP,FundPrice
5.4675,2024-05-23,GBP,FundPrice
5.4844,2024-05-22,GBP,FundPrice
5.4898,2024-05-21,GBP,FundPrice
5.4814,2024-05-20,GBP,FundPrice
5.484,2024-05-17,GBP,FundPrice
5.4995,2024-05-16,GBP,FundPrice
5.5021,2024-05-15,GBP,FundPrice
5.4758,2024-05-14,GBP,FundPrice
5.4842,2024-05-13,GBP,FundPrice
5.479,2024-05-10,GBP,FundPrice
5.4847,2024-05-09,GBP,FundPrice
5.4887,2024-05-08,GBP,FundPrice
5.4959,2024-05-07,GBP,FundPrice
5.4827,2024-05-06,GBP,FundPrice
5.476,2024-05-03,GBP,FundPrice
5.4589,2024-05-02,GBP,FundPrice
5.4496,2024-05-01,GBP,FundPrice
5.4495,2024-04-30,GBP,FundPrice
5.4661,2024-04-29,GBP,FundPrice
5.4517,2024-04-26,GBP,FundPrice
5.4396,2024-04-25,GBP,FundPrice
5.4507,2024-04-24,GBP,FundPrice
5.4663,2024-04-23,GBP,FundPrice
5.4637,2024-04-22,GBP,FundPrice
5.4507,2024-04-19,GBP,FundPrice
5.4571,2024-04-18,GBP,FundPrice
5.4606,2024-04-17,GBP,FundPrice
5.4521,2024-04-16,GBP,FundPrice
5.4745,2024-04-15,GBP,FundPrice
5.4961,2024-04-12,GBP,FundPrice
5.4706,2024-04-11,GBP,FundPrice
5.4812,2024-04-10,GBP,FundPrice
5.4958,2024-04-09,GBP,FundPrice
5.4805,2024-04-08,GBP,FundPrice
5.4863,2024-04-05,GBP,FundPrice
5.4961,2024-04-04,GBP,FundPrice
5.4805,2024-04-03,GBP,FundPrice
5.477,2024-04-02,GBP,FundPrice
5.4917,2024-04-01,GBP,FundPrice
5.4902,2024-03-28,GBP,FundPrice
5.4865,2024-03-27,GBP,FundPrice
5.4704,2024-03-26,GBP,FundPrice
5.466,2024-03-25,GBP,FundPrice
5.4782,2024-03-22,GBP,FundPrice
5.4626,2024-03-21,GBP,FundPrice
5.4488,2024-03-20,GBP,FundPrice
5.452,2024-03-19,GBP,FundPrice
5.4466,2024-03-18,GBP,FundPrice
5.4479,2024-03-15,GBP,FundPrice
5.4541,2024-03-14,GBP,FundPrice
5.4639,2024-03-13,GBP,FundPrice
5.462,2024-03-12,GBP,FundPrice
5.463,2024-03-11,GBP,FundPrice
5.4681,2024-03-08,GBP,FundPrice
5.4508,2024-03-07,GBP,FundPrice
5.4387,2024-03-06,GBP,FundPrice
5.443,2024-03-05,GBP,FundPrice
5.4253,2024-03-04,GBP,FundPrice
5.4244,2024-03-01,GBP,FundPrice
5.4187,2024-02-29,GBP,FundPrice
5.4097,2024-02-28,GBP,FundPrice
5.416,2024-02-27,GBP,FundPrice
5.4216,2024-02-26,GBP,FundPrice
5.4319,2024-02-23,GBP,FundPrice
5.4168,2024-02-22,GBP,FundPrice
5.4115,2024-02-21,GBP,FundPrice
5.4243,2024-02-20,GBP,FundPrice
5.4131,2024-02-19,GBP,FundPrice
5.4101,2024-02-16,GBP,FundPrice
5.421,2024-02-15,GBP,FundPrice
5.4154,2024-02-14,GBP,FundPrice
5.4038,2024-02-13,GBP,FundPrice
5.4113,2024-02-12,GBP,FundPrice
5.4046,2024-02-09,GBP,FundPrice
5.4121,2024-02-08,GBP,FundPrice
5.4248,2024-02-07,GBP,FundPrice
5.4257,2024-02-06,GBP,FundPrice
5.4189,2024-02-05,GBP,FundPrice
