price,asOfDate,currencyCode,__typename
121.1808,2024-10-11,GBP,FundPrice
121.1753,2024-10-10,GBP,FundPrice
121.1433,2024-10-09,GBP,FundPrice
121.1574,2024-10-08,GBP,FundPrice
121.1252,2024-10-07,GBP,FundPrice
121.3457,2024-10-04,GBP,FundPrice
121.7509,2024-10-03,GBP,FundPrice
121.8554,2024-10-02,GBP,FundPrice
122.138,2024-10-01,GBP,FundPrice
121.6714,2024-09-30,GBP,FundPrice
121.5607,2024-09-27,GBP,FundPrice
121.364,2024-09-26,GBP,FundPrice
121.2855,2024-09-25,GBP,FundPrice
121.535,2024-09-24,GBP,FundPrice
121.26,2024-09-23,GBP,FundPrice
120.9316,2024-09-20,GBP,FundPrice
121.1098,2024-09-19,GBP,FundPrice
120.9233,2024-09-18,GBP,FundPrice
121.1438,2024-09-17,GBP,FundPrice
121.2549,2024-09-16,GBP,FundPrice
121.0077,2024-09-13,GBP,FundPrice
120.9481,2024-09-12,GBP,FundPrice
121.2508,2024-09-11,GBP,FundPrice
121.053,2024-09-10,GBP,FundPrice
120.9868,2024-09-09,GBP,FundPrice
120.9313,2024-09-06,GBP,FundPrice
120.6218,2024-09-05,GBP,FundPrice
120.5431,2024-09-04,GBP,FundPrice
120.2227,2024-09-03,GBP,FundPrice
119.9303,2024-09-02,GBP,FundPrice
120.1754,2024-08-30,GBP,FundPrice
120.1716,2024-08-29,GBP,FundPrice
120.2056,2024-08-28,GBP,FundPrice
120.0873,2024-08-27,GBP,FundPrice
120.2445,2024-08-26,GBP,FundPrice
120.3743,2024-08-23,GBP,FundPrice
120.1561,2024-08-22,GBP,FundPrice
120.3873,2024-08-21,GBP,FundPrice
120.2665,2024-08-20,GBP,FundPrice
119.9751,2024-08-19,GBP,FundPrice
119.9779,2024-08-16,GBP,FundPrice
119.8498,2024-08-15,GBP,FundPrice
120.2735,2024-08-14,GBP,FundPrice
120.2128,2024-08-13,GBP,FundPrice
119.8588,2024-08-12,GBP,FundPrice
119.8989,2024-08-09,GBP,FundPrice
119.6581,2024-08-08,GBP,FundPrice
119.6293,2024-08-07,GBP,FundPrice
119.8815,2024-08-06,GBP,FundPrice
119.8095,2024-08-05,GBP,FundPrice
120.0886,2024-08-02,GBP,FundPrice
119.8845,2024-08-01,GBP,FundPrice
119.4975,2024-07-31,GBP,FundPrice
119.2928,2024-07-30,GBP,FundPrice
119.131,2024-07-29,GBP,FundPrice
118.9033,2024-07-26,GBP,FundPrice
118.8422,2024-07-25,GBP,FundPrice
118.6821,2024-07-24,GBP,FundPrice
118.5978,2024-07-23,GBP,FundPrice
118.3857,2024-07-22,GBP,FundPrice
118.4563,2024-07-19,GBP,FundPrice
118.6789,2024-07-18,GBP,FundPrice
118.5124,2024-07-17,GBP,FundPrice
118.4811,2024-07-16,GBP,FundPrice
118.2939,2024-07-15,GBP,FundPrice
118.1538,2024-07-12,GBP,FundPrice
118.3112,2024-07-11,GBP,FundPrice
117.8545,2024-07-10,GBP,FundPrice
117.6465,2024-07-09,GBP,FundPrice
117.827,2024-07-08,GBP,FundPrice
117.703,2024-07-05,GBP,FundPrice
117.385,2024-07-04,GBP,FundPrice
117.5274,2024-07-03,GBP,FundPrice
117.1191,2024-07-02,GBP,FundPrice
117.0202,2024-07-01,GBP,FundPrice
117.3306,2024-06-28,GBP,FundPrice
117.4505,2024-06-27,GBP,FundPrice
117.415,2024-06-26,GBP,FundPrice
117.5891,2024-06-25,GBP,FundPrice
117.526,2024-06-24,GBP,FundPrice
117.5471,2024-06-21,GBP,FundPrice
117.4234,2024-06-20,GBP,FundPrice
117.5209,2024-06-19,GBP,FundPrice
117.5621,2024-06-18,GBP,FundPrice
117.3765,2024-06-17,GBP,FundPrice
117.6808,2024-06-14,GBP,FundPrice
117.1688,2024-06-13,GBP,FundPrice
117.1259,2024-06-12,GBP,FundPrice
116.6373,2024-06-11,GBP,FundPrice
116.4524,2024-06-10,GBP,FundPrice
116.7408,2024-06-07,GBP,FundPrice
117.1042,2024-06-06,GBP,FundPrice
117.3226,2024-06-05,GBP,FundPrice
117.1697,2024-06-04,GBP,FundPrice
116.9506,2024-06-03,GBP,FundPrice
116.5728,2024-05-31,GBP,FundPrice
116.483,2024-05-30,GBP,FundPrice
116.3724,2024-05-29,GBP,FundPrice
116.7793,2024-05-28,GBP,FundPrice
116.8779,2024-05-27,GBP,FundPrice
116.6763,2024-05-24,GBP,FundPrice
116.5741,2024-05-23,GBP,FundPrice
116.9391,2024-05-22,GBP,FundPrice
117.0538,2024-05-21,GBP,FundPrice
116.8613,2024-05-20,GBP,FundPrice
116.951,2024-05-17,GBP,FundPrice
117.312,2024-05-16,GBP,FundPrice
117.3574,2024-05-15,GBP,FundPrice
116.7356,2024-05-14,GBP,FundPrice
