asOfDate,price,currencyCode,__typename
2021-12-08,100.06,GBP,FundPrice
2021-12-09,99.5252,GBP,FundPrice
2021-12-10,99.7644,GBP,FundPrice
2021-12-11,99.7644,GBP,FundPrice
2021-12-12,99.7644,GBP,FundPrice
2021-12-13,99.097,GBP,FundPrice
2021-12-14,98.3312,GBP,FundPrice
2021-12-15,99.2122,GBP,FundPrice
2021-12-16,98.9988,GBP,FundPrice
2021-12-17,98.7127,GBP,FundPrice
2021-12-18,98.7127,GBP,FundPrice
2021-12-19,98.7127,GBP,FundPrice
2021-12-20,98.0081,GBP,FundPrice
2021-12-21,99.0085,GBP,FundPrice
2021-12-22,99.3016,GBP,FundPrice
2021-12-23,99.4425,GBP,FundPrice
2021-12-24,99.4031,GBP,FundPrice
2021-12-25,99.4031,GBP,FundPrice
2021-12-26,99.4031,GBP,FundPrice
2021-12-27,99.4031,GBP,FundPrice
2021-12-28,99.4031,GBP,FundPrice
2021-12-29,100.3909,GBP,FundPrice
2021-12-30,100.0658,GBP,FundPrice
2021-12-31,99.7016,GBP,FundPrice
2022-01-01,99.7016,GBP,FundPrice
2022-01-02,99.7016,GBP,FundPrice
2022-01-03,99.7016,GBP,FundPrice
2022-01-04,100.4506,GBP,FundPrice
2022-01-05,99.6341,GBP,FundPrice
2022-01-06,99.3625,GBP,FundPrice
2022-01-07,98.9968,GBP,FundPrice
2022-01-08,98.9968,GBP,FundPrice
2022-01-09,98.9968,GBP,FundPrice
2022-01-10,98.6879,GBP,FundPrice
2022-01-11,98.8937,GBP,FundPrice
2022-01-12,99.2219,GBP,FundPrice
2022-01-13,98.7629,GBP,FundPrice
2022-01-14,98.8153,GBP,FundPrice
2022-01-15,98.8153,GBP,FundPrice
2022-01-16,98.8153,GBP,FundPrice
2022-01-17,99.1157,GBP,FundPrice
2022-01-18,98.5413,GBP,FundPrice
2022-01-19,97.6842,GBP,FundPrice
2022-01-20,97.5413,GBP,FundPrice
2022-01-21,96.9389,GBP,FundPrice
2022-01-22,96.9389,GBP,FundPrice
2022-01-23,96.9389,GBP,FundPrice
2022-01-24,96.3893,GBP,FundPrice
2022-01-25,95.4712,GBP,FundPrice
2022-01-26,95.8157,GBP,FundPrice
2022-01-27,96.3092,GBP,FundPrice
2022-01-28,96.8972,GBP,FundPrice
2022-01-29,96.8972,GBP,FundPrice
2022-01-30,96.8972,GBP,FundPrice
2022-01-31,97.754,GBP,FundPrice
2022-02-01,97.5573,GBP,FundPrice
2022-02-02,97.9419,GBP,FundPrice
2022-02-03,96.6232,GBP,FundPrice
2022-02-04,96.7832,GBP,FundPrice
2022-02-05,96.7832,GBP,FundPrice
2022-02-06,96.7832,GBP,FundPrice
2022-02-07,96.7172,GBP,FundPrice
2022-02-08,97.1501,GBP,FundPrice
2022-02-09,98.5936,GBP,FundPrice
2022-02-10,97.086,GBP,FundPrice
2022-02-11,96.1188,GBP,FundPrice
2022-02-12,96.1188,GBP,FundPrice
2022-02-13,96.1188,GBP,FundPrice
2022-02-14,95.6389,GBP,FundPrice
2022-02-15,96.2133,GBP,FundPrice
2022-02-16,95.9495,GBP,FundPrice
2022-02-17,94.6155,GBP,FundPrice
2022-02-18,94.3254,GBP,FundPrice
2022-02-19,94.3254,GBP,FundPrice
2022-02-20,94.3254,GBP,FundPrice
2022-02-21,93.7621,GBP,FundPrice
2022-02-22,93.3145,GBP,FundPrice
2022-02-23,92.7257,GBP,FundPrice
2022-02-24,93.1011,GBP,FundPrice
2022-02-25,94.3569,GBP,FundPrice
2022-02-26,94.3569,GBP,FundPrice
2022-02-27,94.3569,GBP,FundPrice
2022-02-28,94.083,GBP,FundPrice
2022-03-01,92.7785,GBP,FundPrice
2022-03-02,93.5629,GBP,FundPrice
2022-03-03,93.1621,GBP,FundPrice
2022-03-04,92.3327,GBP,FundPrice
2022-03-05,92.3327,GBP,FundPrice
2022-03-06,92.3327,GBP,FundPrice
2022-03-07,90.8701,GBP,FundPrice
2022-03-08,90.0797,GBP,FundPrice
2022-03-09,92.5019,GBP,FundPrice
2022-03-10,92.2604,GBP,FundPrice
2022-03-11,92.1958,GBP,FundPrice
2022-03-12,92.1958,GBP,FundPrice
2022-03-13,92.1958,GBP,FundPrice
2022-03-14,92.8995,GBP,FundPrice
2022-03-15,93.6366,GBP,FundPrice
2022-03-16,94.9425,GBP,FundPrice
2022-03-17,95.9434,GBP,FundPrice
2022-03-18,96.1397,GBP,FundPrice
2022-03-19,96.1397,GBP,FundPrice
2022-03-20,96.1397,GBP,FundPrice
2022-03-21,95.7248,GBP,FundPrice
2022-03-22,96.0418,GBP,FundPrice
2022-03-23,95.4385,GBP,FundPrice
2022-03-24,95.9084,GBP,FundPrice
2022-03-25,96.0189,GBP,FundPrice
2022-03-26,96.0189,GBP,FundPrice
2022-03-27,96.0189,GBP,FundPrice
2022-03-28,96.9404,GBP,FundPrice
2022-03-29,98.3692,GBP,FundPrice
2022-03-30,98.232,GBP,FundPrice
2022-03-31,97.0595,GBP,FundPrice
2022-04-01,97.689,GBP,FundPrice
2022-04-02,97.689,GBP,FundPrice
2022-04-03,97.689,GBP,FundPrice
2022-04-04,97.7478,GBP,FundPrice
2022-04-05,97.7796,GBP,FundPrice
2022-04-06,97.3609,GBP,FundPrice
2022-04-07,97.5412,GBP,FundPrice
2022-04-08,98.2789,GBP,FundPrice
2022-04-09,98.2789,GBP,FundPrice
2022-04-10,98.2789,GBP,FundPrice
2022-04-11,97.0364,GBP,FundPrice
2022-04-12,96.2196,GBP,FundPrice
2022-04-13,96.4871,GBP,FundPrice
2022-04-14,95.952,GBP,FundPrice
2022-04-15,95.952,GBP,FundPrice
2022-04-16,95.952,GBP,FundPrice
2022-04-17,95.952,GBP,FundPrice
2022-04-18,95.952,GBP,FundPrice
2022-04-19,96.2868,GBP,FundPrice
2022-04-20,97.0662,GBP,FundPrice
2022-04-21,96.6759,GBP,FundPrice
2022-04-22,95.681,GBP,FundPrice
2022-04-23,95.681,GBP,FundPrice
2022-04-24,95.681,GBP,FundPrice
2022-04-25,96.2287,GBP,FundPrice
2022-04-26,95.4886,GBP,FundPrice
2022-04-27,96.5138,GBP,FundPrice
2022-04-28,98.3892,GBP,FundPrice
2022-04-29,96.2258,GBP,FundPrice
2022-04-30,96.2258,GBP,FundPrice
2022-05-01,96.2258,GBP,FundPrice
2022-05-02,96.2258,GBP,FundPrice
2022-05-03,96.4325,GBP,FundPrice
2022-05-04,97.729,GBP,FundPrice
2022-05-05,96.9156,GBP,FundPrice
2022-05-06,95.7904,GBP,FundPrice
2022-05-07,95.7904,GBP,FundPrice
2022-05-08,95.7904,GBP,FundPrice
2022-05-09,94.2689,GBP,FundPrice
2022-05-10,93.9653,GBP,FundPrice
2022-05-11,93.6657,GBP,FundPrice
2022-05-12,93.9758,GBP,FundPrice
2022-05-13,95.8144,GBP,FundPrice
2022-05-14,95.8144,GBP,FundPrice
2022-05-15,95.8144,GBP,FundPrice
2022-05-16,95.8758,GBP,FundPrice
2022-05-17,95.8008,GBP,FundPrice
2022-05-18,94.5337,GBP,FundPrice
2022-05-19,92.9191,GBP,FundPrice
2022-05-20,93.6783,GBP,FundPrice
2022-05-21,93.6783,GBP,FundPrice
2022-05-22,93.6783,GBP,FundPrice
2022-05-23,94.2941,GBP,FundPrice
2022-05-24,94.5089,GBP,FundPrice
2022-05-25,94.597,GBP,FundPrice
2022-05-26,95.5601,GBP,FundPrice
2022-05-27,96.6839,GBP,FundPrice
2022-05-28,96.6839,GBP,FundPrice
2022-05-29,96.6839,GBP,FundPrice
2022-05-30,97.2181,GBP,FundPrice
2022-05-31,97.1888,GBP,FundPrice
2022-06-01,96.8484,GBP,FundPrice
2022-06-02,96.8484,GBP,FundPrice
2022-06-03,96.8484,GBP,FundPrice
2022-06-04,96.8484,GBP,FundPrice
2022-06-05,96.8484,GBP,FundPrice
2022-06-06,96.8402,GBP,FundPrice
2022-06-07,96.8323,GBP,FundPrice
2022-06-08,96.5225,GBP,FundPrice
2022-06-09,95.3373,GBP,FundPrice
2022-06-10,94.2784,GBP,FundPrice
2022-06-11,94.2784,GBP,FundPrice
2022-06-12,94.2784,GBP,FundPrice
2022-06-13,93.0844,GBP,FundPrice
2022-06-14,92.9118,GBP,FundPrice
2022-06-15,93.4199,GBP,FundPrice
2022-06-16,90.3959,GBP,FundPrice
2022-06-17,90.8958,GBP,FundPrice
2022-06-18,90.8958,GBP,FundPrice
2022-06-19,90.8958,GBP,FundPrice
2022-06-20,91.0014,GBP,FundPrice
2022-06-21,91.9786,GBP,FundPrice
2022-06-22,91.4518,GBP,FundPrice
2022-06-23,91.4564,GBP,FundPrice
2022-06-24,93.6204,GBP,FundPrice
2022-06-25,93.6204,GBP,FundPrice
2022-06-26,93.6204,GBP,FundPrice
2022-06-27,94.0118,GBP,FundPrice
2022-06-28,93.6885,GBP,FundPrice
2022-06-29,93.8447,GBP,FundPrice
2022-06-30,92.7401,GBP,FundPrice
2022-07-01,94.2437,GBP,FundPrice
2022-07-02,94.2437,GBP,FundPrice
2022-07-03,94.2437,GBP,FundPrice
2022-07-04,93.6535,GBP,FundPrice
2022-07-05,94.4815,GBP,FundPrice
2022-07-06,95.0026,GBP,FundPrice
2022-07-07,95.3421,GBP,FundPrice
2022-07-08,95.2529,GBP,FundPrice
2022-07-09,95.2529,GBP,FundPrice
2022-07-10,95.2529,GBP,FundPrice
2022-07-11,95.7738,GBP,FundPrice
2022-07-12,95.4694,GBP,FundPrice
2022-07-13,94.8412,GBP,FundPrice
2022-07-14,95.0672,GBP,FundPrice
2022-07-15,96.2879,GBP,FundPrice
2022-07-16,96.2879,GBP,FundPrice
2022-07-17,96.2879,GBP,FundPrice
2022-07-18,95.0811,GBP,FundPrice
2022-07-19,96.9001,GBP,FundPrice
2022-07-20,97.2474,GBP,FundPrice
2022-07-21,97.9809,GBP,FundPrice
2022-07-22,97.7801,GBP,FundPrice
