asOfDate,price,currencyCode,__typename
2014-01-31,100.0,GBP,FundPrice
2014-02-01,100.0,GBP,FundPrice
2014-02-02,100.0,GBP,FundPrice
2014-02-03,100.2498,GBP,FundPrice
2014-02-04,100.1335,GBP,FundPrice
2014-02-05,99.867,GBP,FundPrice
2014-02-06,99.7756,GBP,FundPrice
2014-02-07,99.9516,GBP,FundPrice
2014-02-08,99.9516,GBP,FundPrice
2014-02-09,99.9516,GBP,FundPrice
2014-02-10,99.9921,GBP,FundPrice
2014-02-11,99.7885,GBP,FundPrice
2014-02-12,99.6512,GBP,FundPrice
2014-02-13,99.8842,GBP,FundPrice
2014-02-14,99.8488,GBP,FundPrice
2014-02-15,99.8488,GBP,FundPrice
2014-02-16,99.8488,GBP,FundPrice
2014-02-17,99.8547,GBP,FundPrice
2014-02-18,99.9888,GBP,FundPrice
2014-02-19,99.8889,GBP,FundPrice
2014-02-20,99.8029,GBP,FundPrice
2014-02-21,99.8738,GBP,FundPrice
2014-02-22,99.8738,GBP,FundPrice
2014-02-23,99.8738,GBP,FundPrice
2014-02-24,99.8223,GBP,FundPrice
2014-02-25,100.0186,GBP,FundPrice
2014-02-26,100.1689,GBP,FundPrice
2014-02-27,100.2585,GBP,FundPrice
2014-02-28,100.2139,GBP,FundPrice
2014-03-01,100.2139,GBP,FundPrice
2014-03-02,100.2139,GBP,FundPrice
2014-03-03,100.4379,GBP,FundPrice
2014-03-04,100.0632,GBP,FundPrice
2014-03-05,100.1029,GBP,FundPrice
2014-03-06,99.8925,GBP,FundPrice
2014-03-07,99.6498,GBP,FundPrice
2014-03-08,99.6498,GBP,FundPrice
2014-03-09,99.6498,GBP,FundPrice
2014-03-10,99.7042,GBP,FundPrice
2014-03-11,99.7592,GBP,FundPrice
2014-03-12,99.9321,GBP,FundPrice
2014-03-13,100.2564,GBP,FundPrice
2014-03-14,100.2327,GBP,FundPrice
2014-03-15,100.2327,GBP,FundPrice
2014-03-16,100.2327,GBP,FundPrice
2014-03-17,100.0486,GBP,FundPrice
2014-03-18,100.1624,GBP,FundPrice
2014-03-19,99.6699,GBP,FundPrice
2014-03-20,99.65,GBP,FundPrice
2014-03-21,99.7675,GBP,FundPrice
2014-03-22,99.7675,GBP,FundPrice
2014-03-23,99.7675,GBP,FundPrice
2014-03-24,99.8086,GBP,FundPrice
2014-03-25,99.7746,GBP,FundPrice
2014-03-26,100.0032,GBP,FundPrice
2014-03-27,100.0574,GBP,FundPrice
2014-03-28,99.8946,GBP,FundPrice
2014-03-29,99.8946,GBP,FundPrice
2014-03-30,99.8946,GBP,FundPrice
2014-03-31,99.9376,GBP,FundPrice
2014-04-01,99.7944,GBP,FundPrice
2014-04-02,99.5939,GBP,FundPrice
2014-04-03,99.6479,GBP,FundPrice
2014-04-04,99.9359,GBP,FundPrice
2014-04-05,99.9359,GBP,FundPrice
2014-04-06,99.9359,GBP,FundPrice
2014-04-07,100.0947,GBP,FundPrice
2014-04-08,100.1568,GBP,FundPrice
2014-04-09,100.1866,GBP,FundPrice
2014-04-10,100.4106,GBP,FundPrice
2014-04-11,100.5405,GBP,FundPrice
2014-04-12,100.5405,GBP,FundPrice
2014-04-13,100.5405,GBP,FundPrice
2014-04-14,100.4345,GBP,FundPrice
2014-04-15,100.4954,GBP,FundPrice
2014-04-16,100.4235,GBP,FundPrice
2014-04-17,100.0791,GBP,FundPrice
2014-04-18,100.0791,GBP,FundPrice
2014-04-19,100.0791,GBP,FundPrice
2014-04-20,100.0791,GBP,FundPrice
2014-04-21,100.1415,GBP,FundPrice
2014-04-22,100.1358,GBP,FundPrice
2014-04-23,100.2767,GBP,FundPrice
2014-04-24,100.2887,GBP,FundPrice
2014-04-25,100.3472,GBP,FundPrice
2014-04-26,100.3472,GBP,FundPrice
2014-04-27,100.3472,GBP,FundPrice
2014-04-28,100.2656,GBP,FundPrice
2014-04-29,100.2833,GBP,FundPrice
2014-04-30,100.4542,GBP,FundPrice
2014-05-01,100.6272,GBP,FundPrice
2014-05-02,100.6749,GBP,FundPrice
2014-05-03,100.6749,GBP,FundPrice
2014-05-04,100.6749,GBP,FundPrice
2014-05-05,100.6042,GBP,FundPrice
2014-05-06,100.6629,GBP,FundPrice
2014-05-07,100.6907,GBP,FundPrice
2014-05-08,100.7359,GBP,FundPrice
2014-05-09,100.6889,GBP,FundPrice
2014-05-10,100.6889,GBP,FundPrice
2014-05-11,100.6889,GBP,FundPrice
2014-05-12,100.5738,GBP,FundPrice
2014-05-13,100.7834,GBP,FundPrice
2014-05-14,101.0472,GBP,FundPrice
2014-05-15,101.2215,GBP,FundPrice
2014-05-16,101.1323,GBP,FundPrice
2014-05-17,101.1323,GBP,FundPrice
2014-05-18,101.1323,GBP,FundPrice
2014-05-19,101.0827,GBP,FundPrice
2014-05-20,101.1976,GBP,FundPrice
2014-05-21,101.0886,GBP,FundPrice
2014-05-22,101.0317,GBP,FundPrice
2014-05-23,101.1134,GBP,FundPrice
2014-05-24,101.1134,GBP,FundPrice
2014-05-25,101.1134,GBP,FundPrice
2014-05-26,101.1438,GBP,FundPrice
2014-05-27,101.2223,GBP,FundPrice
2014-05-28,101.5096,GBP,FundPrice
2014-05-29,101.4066,GBP,FundPrice
2014-05-30,101.3415,GBP,FundPrice
2014-05-31,101.3415,GBP,FundPrice
2014-06-01,101.3415,GBP,FundPrice
2014-06-02,101.1248,GBP,FundPrice
2014-06-03,100.8546,GBP,FundPrice
2014-06-04,100.8442,GBP,FundPrice
2014-06-05,100.9255,GBP,FundPrice
2014-06-06,100.8512,GBP,FundPrice
2014-06-07,100.8512,GBP,FundPrice
2014-06-08,100.8512,GBP,FundPrice
2014-06-09,100.7713,GBP,FundPrice
2014-06-10,100.6522,GBP,FundPrice
2014-06-11,100.7133,GBP,FundPrice
2014-06-12,100.9315,GBP,FundPrice
