asOfDate,price,currencyCode,__typename
2022-10-25,100.3,GBP,FundPrice
2022-10-26,100.7489,GBP,FundPrice
2022-10-27,101.2956,GBP,FundPrice
2022-10-28,100.7741,GBP,FundPrice
2022-10-29,100.7741,GBP,FundPrice
2022-10-30,100.7741,GBP,FundPrice
2022-10-31,100.8424,GBP,FundPrice
2022-11-01,100.8877,GBP,FundPrice
2022-11-02,100.8263,GBP,FundPrice
2022-11-03,100.3158,GBP,FundPrice
2022-11-04,100.5667,GBP,FundPrice
2022-11-05,100.5667,GBP,FundPrice
2022-11-06,100.5667,GBP,FundPrice
2022-11-07,100.4394,GBP,FundPrice
2022-11-08,100.8376,GBP,FundPrice
2022-11-09,101.0209,GBP,FundPrice
2022-11-10,102.7782,GBP,FundPrice
2022-11-11,102.3656,GBP,FundPrice
2022-11-12,102.3656,GBP,FundPrice
2022-11-13,102.3656,GBP,FundPrice
2022-11-14,102.8043,GBP,FundPrice
2022-11-15,103.1193,GBP,FundPrice
2022-11-16,103.718,GBP,FundPrice
2022-11-17,103.3922,GBP,FundPrice
2022-11-18,103.3882,GBP,FundPrice
2022-11-19,103.3882,GBP,FundPrice
2022-11-20,103.3882,GBP,FundPrice
2022-11-21,103.5502,GBP,FundPrice
2022-11-22,103.9537,GBP,FundPrice
2022-11-23,104.4475,GBP,FundPrice
2022-11-24,104.5751,GBP,FundPrice
2022-11-25,104.8678,GBP,FundPrice
2022-11-26,104.8678,GBP,FundPrice
2022-11-27,104.8678,GBP,FundPrice
2022-11-28,104.4271,GBP,FundPrice
2022-11-29,104.5569,GBP,FundPrice
2022-11-30,104.6459,GBP,FundPrice
2022-12-01,105.9767,GBP,FundPrice
2022-12-02,105.8502,GBP,FundPrice
2022-12-03,105.8502,GBP,FundPrice
2022-12-04,105.8502,GBP,FundPrice
2022-12-05,105.4428,GBP,FundPrice
2022-12-06,105.854,GBP,FundPrice
2022-12-07,106.3761,GBP,FundPrice
2022-12-08,106.5525,GBP,FundPrice
2022-12-09,105.6356,GBP,FundPrice
2022-12-10,105.6356,GBP,FundPrice
2022-12-11,105.6356,GBP,FundPrice
2022-12-12,105.9227,GBP,FundPrice
2022-12-13,106.4287,GBP,FundPrice
2022-12-14,106.5383,GBP,FundPrice
2022-12-15,106.0484,GBP,FundPrice
2022-12-16,105.9731,GBP,FundPrice
2022-12-17,105.9731,GBP,FundPrice
2022-12-18,105.9731,GBP,FundPrice
2022-12-19,105.1383,GBP,FundPrice
2022-12-20,104.7766,GBP,FundPrice
2022-12-21,104.9611,GBP,FundPrice
2022-12-22,104.883,GBP,FundPrice
2022-12-23,104.5661,GBP,FundPrice
2022-12-24,104.5661,GBP,FundPrice
2022-12-25,104.5661,GBP,FundPrice
2022-12-26,104.5661,GBP,FundPrice
2022-12-27,103.6932,GBP,FundPrice
2022-12-28,103.8907,GBP,FundPrice
2022-12-29,103.8799,GBP,FundPrice
