asOfDate,price,currencyCode,__typename
2022-10-11,5.0,USD,FundPrice
2022-10-12,4.9872,USD,FundPrice
2022-10-13,4.9324,USD,FundPrice
2022-10-14,5.0085,USD,FundPrice
2022-10-15,5.0085,USD,FundPrice
2022-10-16,5.0085,USD,FundPrice
2022-10-17,4.9673,USD,FundPrice
2022-10-18,5.0356,USD,FundPrice
2022-10-19,5.0178,USD,FundPrice
2022-10-20,4.9932,USD,FundPrice
2022-10-21,4.9411,USD,FundPrice
2022-10-22,4.9411,USD,FundPrice
2022-10-23,4.9411,USD,FundPrice
2022-10-24,4.9737,USD,FundPrice
2022-10-25,5.0452,USD,FundPrice
2022-10-26,5.1283,USD,FundPrice
2022-10-27,5.1383,USD,FundPrice
2022-10-28,5.066,USD,FundPrice
2022-10-29,5.066,USD,FundPrice
2022-10-30,5.066,USD,FundPrice
2022-10-31,5.1137,USD,FundPrice
2022-11-01,5.1695,USD,FundPrice
2022-11-02,5.1935,USD,FundPrice
2022-11-03,5.1182,USD,FundPrice
2022-11-04,5.1378,USD,FundPrice
2022-11-05,5.1378,USD,FundPrice
2022-11-06,5.1378,USD,FundPrice
2022-11-07,5.2151,USD,FundPrice
2022-11-08,5.3107,USD,FundPrice
2022-11-09,5.2882,USD,FundPrice
2022-11-10,5.3672,USD,FundPrice
2022-11-11,5.6335,USD,FundPrice
2022-11-12,5.6335,USD,FundPrice
2022-11-13,5.6335,USD,FundPrice
2022-11-14,5.5649,USD,FundPrice
2022-11-15,5.6338,USD,FundPrice
2022-11-16,5.6121,USD,FundPrice
2022-11-17,5.5612,USD,FundPrice
2022-11-18,5.5843,USD,FundPrice
2022-11-19,5.5843,USD,FundPrice
2022-11-20,5.5843,USD,FundPrice
2022-11-21,5.5072,USD,FundPrice
2022-11-22,5.5528,USD,FundPrice
2022-11-23,5.6174,USD,FundPrice
2022-11-24,5.7229,USD,FundPrice
2022-11-25,5.696,USD,FundPrice
2022-11-26,5.696,USD,FundPrice
2022-11-27,5.696,USD,FundPrice
2022-11-28,5.6478,USD,FundPrice
2022-11-29,5.6752,USD,FundPrice
2022-11-30,5.663,USD,FundPrice
2022-12-01,5.8056,USD,FundPrice
2022-12-02,5.7308,USD,FundPrice
2022-12-03,5.7308,USD,FundPrice
2022-12-04,5.7308,USD,FundPrice
2022-12-05,5.7103,USD,FundPrice
2022-12-06,5.6643,USD,FundPrice
2022-12-07,5.6335,USD,FundPrice
2022-12-08,5.6425,USD,FundPrice
2022-12-09,5.7078,USD,FundPrice
2022-12-10,5.7078,USD,FundPrice
2022-12-11,5.7078,USD,FundPrice
2022-12-12,5.6585,USD,FundPrice
2022-12-13,5.7647,USD,FundPrice
2022-12-14,5.8095,USD,FundPrice
2022-12-15,5.6824,USD,FundPrice
2022-12-16,5.6476,USD,FundPrice
2022-12-17,5.6476,USD,FundPrice
