price,asOfDate,currencyCode,__typename
16.5286,2024-10-11,GBP,FundPrice
16.5044,2024-10-10,GBP,FundPrice
16.6182,2024-10-09,GBP,FundPrice
16.6062,2024-10-08,GBP,FundPrice
16.5937,2024-10-07,GBP,FundPrice
16.6843,2024-10-04,GBP,FundPrice
16.8436,2024-10-03,GBP,FundPrice
16.8044,2024-10-02,GBP,FundPrice
16.9553,2024-10-01,GBP,FundPrice
16.8431,2024-09-30,GBP,FundPrice
16.8502,2024-09-27,GBP,FundPrice
16.8291,2024-09-26,GBP,FundPrice
16.8707,2024-09-25,GBP,FundPrice
16.9577,2024-09-24,GBP,FundPrice
16.9501,2024-09-23,GBP,FundPrice
16.974,2024-09-20,GBP,FundPrice
17.0133,2024-09-19,GBP,FundPrice
17.0777,2024-09-18,GBP,FundPrice
17.1836,2024-09-17,GBP,FundPrice
17.2027,2024-09-16,GBP,FundPrice
17.1692,2024-09-13,GBP,FundPrice
17.1434,2024-09-12,GBP,FundPrice
17.2418,2024-09-11,GBP,FundPrice
17.1302,2024-09-10,GBP,FundPrice
17.0901,2024-09-09,GBP,FundPrice
17.0675,2024-09-06,GBP,FundPrice
17.0188,2024-09-05,GBP,FundPrice
17.0046,2024-09-04,GBP,FundPrice
16.9251,2024-09-03,GBP,FundPrice
16.8246,2024-09-02,GBP,FundPrice
16.8883,2024-08-30,GBP,FundPrice
16.8467,2024-08-29,GBP,FundPrice
16.8804,2024-08-28,GBP,FundPrice
16.8918,2024-08-27,GBP,FundPrice
16.9875,2024-08-23,GBP,FundPrice
16.8945,2024-08-22,GBP,FundPrice
16.9902,2024-08-21,GBP,FundPrice
16.9732,2024-08-20,GBP,FundPrice
16.9253,2024-08-19,GBP,FundPrice
16.9486,2024-08-16,GBP,FundPrice
16.9355,2024-08-15,GBP,FundPrice
17.1507,2024-08-14,GBP,FundPrice
17.0513,2024-08-13,GBP,FundPrice
16.962,2024-08-12,GBP,FundPrice
16.9578,2024-08-09,GBP,FundPrice
16.9233,2024-08-08,GBP,FundPrice
16.9224,2024-08-07,GBP,FundPrice
17.0045,2024-08-06,GBP,FundPrice
17.0781,2024-08-05,GBP,FundPrice
17.0731,2024-08-02,GBP,FundPrice
17.0278,2024-08-01,GBP,FundPrice
16.865,2024-07-31,GBP,FundPrice
16.7812,2024-07-30,GBP,FundPrice
16.7598,2024-07-29,GBP,FundPrice
16.677,2024-07-26,GBP,FundPrice
16.6553,2024-07-25,GBP,FundPrice
16.6369,2024-07-24,GBP,FundPrice
16.6498,2024-07-23,GBP,FundPrice
16.6456,2024-07-22,GBP,FundPrice
16.6659,2024-07-19,GBP,FundPrice
16.7905,2024-07-18,GBP,FundPrice
16.7407,2024-07-17,GBP,FundPrice
16.7417,2024-07-16,GBP,FundPrice
16.6906,2024-07-15,GBP,FundPrice
16.6656,2024-07-12,GBP,FundPrice
16.7149,2024-07-11,GBP,FundPrice
16.6745,2024-07-10,GBP,FundPrice
16.623,2024-07-09,GBP,FundPrice
16.708,2024-07-08,GBP,FundPrice
16.6807,2024-07-05,GBP,FundPrice
16.5738,2024-07-04,GBP,FundPrice
16.6284,2024-07-03,GBP,FundPrice
16.4917,2024-07-02,GBP,FundPrice
16.4574,2024-07-01,GBP,FundPrice
16.6001,2024-06-28,GBP,FundPrice
