asOfDate,price,currencyCode,__typename
2024-02-06,1.0,GBP,FundPrice
2024-02-07,1.0001,GBP,FundPrice
2024-02-08,1.0002,GBP,FundPrice
2024-02-09,1.0004,GBP,FundPrice
2024-02-10,1.0004,GBP,FundPrice
2024-02-11,1.0004,GBP,FundPrice
2024-02-12,1.0007,GBP,FundPrice
2024-02-13,1.0009,GBP,FundPrice
2024-02-14,1.001,GBP,FundPrice
2024-02-15,1.0012,GBP,FundPrice
2024-02-16,1.0014,GBP,FundPrice
2024-02-17,1.0014,GBP,FundPrice
2024-02-18,1.0014,GBP,FundPrice
2024-02-19,1.0017,GBP,FundPrice
2024-02-20,1.0018,GBP,FundPrice
2024-02-21,1.002,GBP,FundPrice
2024-02-22,1.0021,GBP,FundPrice
2024-02-23,1.0024,GBP,FundPrice
2024-02-24,1.0024,GBP,FundPrice
2024-02-25,1.0024,GBP,FundPrice
2024-02-26,1.0027,GBP,FundPrice
2024-02-27,1.0028,GBP,FundPrice
2024-02-28,1.0029,GBP,FundPrice
2024-02-29,1.0031,GBP,FundPrice
2024-03-01,1.0033,GBP,FundPrice
2024-03-02,1.0033,GBP,FundPrice
2024-03-03,1.0033,GBP,FundPrice
2024-03-04,1.0036,GBP,FundPrice
2024-03-05,1.0037,GBP,FundPrice
2024-03-06,1.0039,GBP,FundPrice
2024-03-07,1.0041,GBP,FundPrice
2024-03-08,1.0043,GBP,FundPrice
2024-03-09,1.0043,GBP,FundPrice
2024-03-10,1.0043,GBP,FundPrice
2024-03-11,1.0046,GBP,FundPrice
2024-03-12,1.0048,GBP,FundPrice
2024-03-13,1.0049,GBP,FundPrice
2024-03-14,1.0051,GBP,FundPrice
2024-03-15,1.0053,GBP,FundPrice
2024-03-16,1.0053,GBP,FundPrice
2024-03-17,1.0053,GBP,FundPrice
2024-03-18,1.0056,GBP,FundPrice
2024-03-19,1.0057,GBP,FundPrice
2024-03-20,1.0059,GBP,FundPrice
2024-03-21,1.006,GBP,FundPrice
2024-03-22,1.0063,GBP,FundPrice
2024-03-23,1.0063,GBP,FundPrice
2024-03-24,1.0063,GBP,FundPrice
2024-03-25,1.0066,GBP,FundPrice
2024-03-26,1.0067,GBP,FundPrice
2024-03-27,1.0069,GBP,FundPrice
2024-03-28,1.0073,GBP,FundPrice
2024-03-29,1.0073,GBP,FundPrice
2024-03-30,1.0073,GBP,FundPrice
2024-03-31,1.0073,GBP,FundPrice
2024-04-01,1.0073,GBP,FundPrice
2024-04-02,1.0077,GBP,FundPrice
