asOfDate,price,currencyCode,__typename
2019-05-14,30.0,GBP,FundPrice
2019-05-15,30.0056,GBP,FundPrice
2019-05-16,30.2747,GBP,FundPrice
2019-05-17,30.2255,GBP,FundPrice
2019-05-18,30.2255,GBP,FundPrice
2019-05-19,30.2255,GBP,FundPrice
2019-05-20,29.9729,GBP,FundPrice
2019-05-21,30.128,GBP,FundPrice
2019-05-22,29.929,GBP,FundPrice
2019-05-23,29.53,GBP,FundPrice
2019-05-24,29.6789,GBP,FundPrice
2019-05-25,29.6789,GBP,FundPrice
2019-05-26,29.6789,GBP,FundPrice
2019-05-27,29.6789,GBP,FundPrice
2019-05-28,29.7988,GBP,FundPrice
2019-05-29,29.3973,GBP,FundPrice
2019-05-30,29.665,GBP,FundPrice
2019-05-31,29.4465,GBP,FundPrice
2019-06-01,29.4465,GBP,FundPrice
2019-06-02,29.4465,GBP,FundPrice
2019-06-03,29.3023,GBP,FundPrice
2019-06-04,29.5055,GBP,FundPrice
2019-06-05,29.6046,GBP,FundPrice
2019-06-06,29.6115,GBP,FundPrice
2019-06-07,29.8703,GBP,FundPrice
2019-06-08,29.8703,GBP,FundPrice
2019-06-09,29.8703,GBP,FundPrice
2019-06-10,29.9903,GBP,FundPrice
2019-06-11,30.0157,GBP,FundPrice
2019-06-12,29.8983,GBP,FundPrice
2019-06-13,29.8137,GBP,FundPrice
2019-06-14,29.7298,GBP,FundPrice
2019-06-15,29.7298,GBP,FundPrice
2019-06-16,29.7298,GBP,FundPrice
2019-06-17,29.7924,GBP,FundPrice
2019-06-18,30.0325,GBP,FundPrice
2019-06-19,29.9291,GBP,FundPrice
2019-06-20,30.1642,GBP,FundPrice
2019-06-21,30.0709,GBP,FundPrice
2019-06-22,30.0709,GBP,FundPrice
2019-06-23,30.0709,GBP,FundPrice
2019-06-24,30.0293,GBP,FundPrice
2019-06-25,30.0081,GBP,FundPrice
2019-06-26,29.9683,GBP,FundPrice
2019-06-27,30.0543,GBP,FundPrice
2019-06-28,30.2839,GBP,FundPrice
2019-06-29,30.2839,GBP,FundPrice
2019-06-30,30.2839,GBP,FundPrice
2019-07-01,30.5528,GBP,FundPrice
2019-07-02,30.5925,GBP,FundPrice
2019-07-03,30.797,GBP,FundPrice
2019-07-04,30.8293,GBP,FundPrice
2019-07-05,30.607,GBP,FundPrice
2019-07-06,30.607,GBP,FundPrice
2019-07-07,30.607,GBP,FundPrice
2019-07-08,30.4945,GBP,FundPrice
2019-07-09,30.3175,GBP,FundPrice
2019-07-10,30.242,GBP,FundPrice
2019-07-11,30.2842,GBP,FundPrice
2019-07-12,30.4518,GBP,FundPrice
2019-07-13,30.4518,GBP,FundPrice
2019-07-14,30.4518,GBP,FundPrice
2019-07-15,30.5029,GBP,FundPrice
2019-07-16,30.6155,GBP,FundPrice
2019-07-17,30.5502,GBP,FundPrice
2019-07-18,30.4305,GBP,FundPrice
2019-07-19,30.5651,GBP,FundPrice
2019-07-20,30.5651,GBP,FundPrice
2019-07-21,30.5651,GBP,FundPrice
2019-07-22,30.6059,GBP,FundPrice
2019-07-23,30.7685,GBP,FundPrice
2019-07-24,30.8236,GBP,FundPrice
2019-07-25,30.9117,GBP,FundPrice
2019-07-26,30.9697,GBP,FundPrice
2019-07-27,30.9697,GBP,FundPrice
2019-07-28,30.9697,GBP,FundPrice
2019-07-29,31.0167,GBP,FundPrice
2019-07-30,30.8409,GBP,FundPrice
2019-07-31,30.6716,GBP,FundPrice
2019-08-01,30.6291,GBP,FundPrice
2019-08-02,30.0343,GBP,FundPrice
2019-08-03,30.0343,GBP,FundPrice
2019-08-04,30.0343,GBP,FundPrice
2019-08-05,29.4377,GBP,FundPrice
2019-08-06,29.3979,GBP,FundPrice
2019-08-07,29.5457,GBP,FundPrice
2019-08-08,29.8793,GBP,FundPrice
2019-08-09,29.8083,GBP,FundPrice
2019-08-10,29.8083,GBP,FundPrice
2019-08-11,29.8083,GBP,FundPrice
2019-08-12,29.5294,GBP,FundPrice
2019-08-13,29.6779,GBP,FundPrice
2019-08-14,29.243,GBP,FundPrice
2019-08-15,29.109,GBP,FundPrice
2019-08-16,29.394,GBP,FundPrice
2019-08-17,29.394,GBP,FundPrice
2019-08-18,29.394,GBP,FundPrice
2019-08-19,29.8238,GBP,FundPrice
2019-08-20,29.6836,GBP,FundPrice
2019-08-21,29.9952,GBP,FundPrice
2019-08-22,30.0094,GBP,FundPrice
2019-08-23,30.0577,GBP,FundPrice
2019-08-24,30.0577,GBP,FundPrice
2019-08-25,30.0577,GBP,FundPrice
2019-08-26,30.0577,GBP,FundPrice
2019-08-27,30.2116,GBP,FundPrice
2019-08-28,30.0064,GBP,FundPrice
2019-08-29,30.1749,GBP,FundPrice
2019-08-30,30.3344,GBP,FundPrice
2019-08-31,30.3344,GBP,FundPrice
2019-09-01,30.3344,GBP,FundPrice
2019-09-02,30.4727,GBP,FundPrice
2019-09-03,30.4444,GBP,FundPrice
2019-09-04,30.6874,GBP,FundPrice
2019-09-05,30.7705,GBP,FundPrice
2019-09-06,30.857,GBP,FundPrice
2019-09-07,30.857,GBP,FundPrice
2019-09-08,30.857,GBP,FundPrice
2019-09-09,30.8134,GBP,FundPrice
2019-09-10,30.9078,GBP,FundPrice
2019-09-11,31.2885,GBP,FundPrice
2019-09-12,31.2711,GBP,FundPrice
2019-09-13,31.6356,GBP,FundPrice
2019-09-14,31.6356,GBP,FundPrice
2019-09-15,31.6356,GBP,FundPrice
2019-09-16,31.4232,GBP,FundPrice
2019-09-17,31.3924,GBP,FundPrice
2019-09-18,31.4146,GBP,FundPrice
2019-09-19,31.497,GBP,FundPrice
2019-09-20,31.6208,GBP,FundPrice
2019-09-21,31.6208,GBP,FundPrice
2019-09-22,31.6208,GBP,FundPrice
2019-09-23,31.417,GBP,FundPrice
2019-09-24,31.2214,GBP,FundPrice
2019-09-25,30.9972,GBP,FundPrice
2019-09-26,31.0853,GBP,FundPrice
2019-09-27,31.3238,GBP,FundPrice
2019-09-28,31.3238,GBP,FundPrice
2019-09-29,31.3238,GBP,FundPrice
2019-09-30,31.271,GBP,FundPrice
2019-10-01,31.171,GBP,FundPrice
2019-10-02,30.55,GBP,FundPrice
2019-10-03,30.3673,GBP,FundPrice
2019-10-04,30.5749,GBP,FundPrice
2019-10-05,30.5749,GBP,FundPrice
2019-10-06,30.5749,GBP,FundPrice
2019-10-07,30.4793,GBP,FundPrice
2019-10-08,30.1357,GBP,FundPrice
2019-10-09,30.0892,GBP,FundPrice
2019-10-10,30.2044,GBP,FundPrice
2019-10-11,31.4688,GBP,FundPrice
2019-10-12,31.4688,GBP,FundPrice
2019-10-13,31.4688,GBP,FundPrice
2019-10-14,31.2935,GBP,FundPrice
2019-10-15,31.713,GBP,FundPrice
2019-10-16,31.6985,GBP,FundPrice
2019-10-17,31.7583,GBP,FundPrice
2019-10-18,31.7694,GBP,FundPrice
2019-10-19,31.7694,GBP,FundPrice
2019-10-20,31.7694,GBP,FundPrice
2019-10-21,31.8951,GBP,FundPrice
2019-10-22,31.6961,GBP,FundPrice
2019-10-23,31.6932,GBP,FundPrice
2019-10-24,31.6609,GBP,FundPrice
2019-10-25,31.5841,GBP,FundPrice
2019-10-26,31.5841,GBP,FundPrice
2019-10-27,31.5841,GBP,FundPrice
2019-10-28,31.7513,GBP,FundPrice
2019-10-29,31.6863,GBP,FundPrice
2019-10-30,31.6033,GBP,FundPrice
2019-10-31,31.4662,GBP,FundPrice
2019-11-01,31.6814,GBP,FundPrice
2019-11-02,31.6814,GBP,FundPrice
2019-11-03,31.6814,GBP,FundPrice
2019-11-04,31.8234,GBP,FundPrice
2019-11-05,31.8942,GBP,FundPrice
2019-11-06,31.7721,GBP,FundPrice
2019-11-07,32.1208,GBP,FundPrice
2019-11-08,32.002,GBP,FundPrice
2019-11-09,32.002,GBP,FundPrice
2019-11-10,32.002,GBP,FundPrice
2019-11-11,32.0828,GBP,FundPrice
2019-11-12,32.1108,GBP,FundPrice
2019-11-13,31.8952,GBP,FundPrice
2019-11-14,31.8193,GBP,FundPrice
2019-11-15,32.089,GBP,FundPrice
2019-11-16,32.089,GBP,FundPrice
2019-11-17,32.089,GBP,FundPrice
2019-11-18,32.1459,GBP,FundPrice
2019-11-19,32.2838,GBP,FundPrice
2019-11-20,32.1995,GBP,FundPrice
2019-11-21,32.0433,GBP,FundPrice
2019-11-22,32.2267,GBP,FundPrice
2019-11-23,32.2267,GBP,FundPrice
2019-11-24,32.2267,GBP,FundPrice
2019-11-25,32.5674,GBP,FundPrice
2019-11-26,32.8212,GBP,FundPrice
2019-11-27,32.962,GBP,FundPrice
2019-11-28,33.0973,GBP,FundPrice
2019-11-29,32.7629,GBP,FundPrice
2019-11-30,32.7629,GBP,FundPrice
2019-12-01,32.7629,GBP,FundPrice
2019-12-02,32.5847,GBP,FundPrice
2019-12-03,32.2715,GBP,FundPrice
2019-12-04,32.5313,GBP,FundPrice
2019-12-05,32.6324,GBP,FundPrice
2019-12-06,32.9866,GBP,FundPrice
2019-12-07,32.9866,GBP,FundPrice
2019-12-08,32.9866,GBP,FundPrice
2019-12-09,32.9708,GBP,FundPrice
2019-12-10,32.7488,GBP,FundPrice
2019-12-11,32.5386,GBP,FundPrice
2019-12-12,32.7757,GBP,FundPrice
2019-12-13,33.9015,GBP,FundPrice
2019-12-14,33.9015,GBP,FundPrice
2019-12-15,33.9015,GBP,FundPrice
2019-12-16,34.5506,GBP,FundPrice
2019-12-17,34.1853,GBP,FundPrice
2019-12-18,34.1433,GBP,FundPrice
2019-12-19,34.1554,GBP,FundPrice
2019-12-20,34.168,GBP,FundPrice
2019-12-21,34.168,GBP,FundPrice
2019-12-22,34.168,GBP,FundPrice
2019-12-23,34.4302,GBP,FundPrice
2019-12-24,34.6586,GBP,FundPrice
2019-12-25,34.6586,GBP,FundPrice
2019-12-26,34.6586,GBP,FundPrice
2019-12-27,34.7802,GBP,FundPrice
2019-12-28,34.7802,GBP,FundPrice
2019-12-29,34.7802,GBP,FundPrice
2019-12-30,34.5865,GBP,FundPrice
2019-12-31,34.5041,GBP,FundPrice
2020-01-01,34.5041,GBP,FundPrice
2020-01-02,34.8633,GBP,FundPrice
2020-01-03,34.6737,GBP,FundPrice
2020-01-04,34.6737,GBP,FundPrice
2020-01-05,34.6737,GBP,FundPrice
2020-01-06,34.3175,GBP,FundPrice
2020-01-07,34.4288,GBP,FundPrice
2020-01-08,34.1453,GBP,FundPrice
2020-01-09,34.1483,GBP,FundPrice
2020-01-10,34.0288,GBP,FundPrice
2020-01-11,34.0288,GBP,FundPrice
2020-01-12,34.0288,GBP,FundPrice
2020-01-13,34.2626,GBP,FundPrice
2020-01-14,34.325,GBP,FundPrice
2020-01-15,34.258,GBP,FundPrice
2020-01-16,34.2717,GBP,FundPrice
2020-01-17,34.5301,GBP,FundPrice
2020-01-18,34.5301,GBP,FundPrice
2020-01-19,34.5301,GBP,FundPrice
2020-01-20,34.4679,GBP,FundPrice
2020-01-21,34.3079,GBP,FundPrice
2020-01-22,34.335,GBP,FundPrice
2020-01-23,33.9961,GBP,FundPrice
2020-01-24,34.3479,GBP,FundPrice
2020-01-25,34.3479,GBP,FundPrice
2020-01-26,34.3479,GBP,FundPrice
2020-01-27,33.6208,GBP,FundPrice
2020-01-28,33.8269,GBP,FundPrice
2020-01-29,33.8827,GBP,FundPrice
2020-01-30,33.6106,GBP,FundPrice
2020-01-31,33.3756,GBP,FundPrice
2020-02-01,33.3756,GBP,FundPrice
2020-02-02,33.3756,GBP,FundPrice
2020-02-03,33.404,GBP,FundPrice
2020-02-04,33.8442,GBP,FundPrice
2020-02-05,33.9718,GBP,FundPrice
2020-02-06,34.0593,GBP,FundPrice
2020-02-07,33.9432,GBP,FundPrice
2020-02-08,33.9432,GBP,FundPrice
2020-02-09,33.9432,GBP,FundPrice
2020-02-10,33.933,GBP,FundPrice
2020-02-11,34.174,GBP,FundPrice
2020-02-12,34.4066,GBP,FundPrice
2020-02-13,34.2251,GBP,FundPrice
2020-02-14,34.4075,GBP,FundPrice
2020-02-15,34.4075,GBP,FundPrice
2020-02-16,34.4075,GBP,FundPrice
2020-02-17,34.4659,GBP,FundPrice
2020-02-18,34.2316,GBP,FundPrice
2020-02-19,34.5037,GBP,FundPrice
2020-02-20,34.5336,GBP,FundPrice
2020-02-21,34.3965,GBP,FundPrice
2020-02-22,34.3965,GBP,FundPrice
2020-02-23,34.3965,GBP,FundPrice
2020-02-24,33.3496,GBP,FundPrice
2020-02-25,32.7148,GBP,FundPrice
2020-02-26,32.5687,GBP,FundPrice
2020-02-27,31.2516,GBP,FundPrice
2020-02-28,30.5382,GBP,FundPrice
2020-02-29,30.5382,GBP,FundPrice
2020-03-01,30.5382,GBP,FundPrice
2020-03-02,30.4912,GBP,FundPrice
2020-03-03,31.0926,GBP,FundPrice
2020-03-04,31.187,GBP,FundPrice
2020-03-05,30.5481,GBP,FundPrice
2020-03-06,29.6362,GBP,FundPrice
2020-03-07,29.6362,GBP,FundPrice
2020-03-08,29.6362,GBP,FundPrice
2020-03-09,27.7401,GBP,FundPrice
2020-03-10,27.7381,GBP,FundPrice
2020-03-11,27.4103,GBP,FundPrice
2020-03-12,24.867,GBP,FundPrice
2020-03-13,24.6218,GBP,FundPrice
2020-03-14,24.6218,GBP,FundPrice
2020-03-15,24.6218,GBP,FundPrice
2020-03-16,22.7047,GBP,FundPrice
2020-03-17,22.0346,GBP,FundPrice
2020-03-18,20.5835,GBP,FundPrice
2020-03-19,20.3225,GBP,FundPrice
2020-03-20,21.523,GBP,FundPrice
2020-03-21,21.523,GBP,FundPrice
2020-03-22,21.523,GBP,FundPrice
2020-03-23,20.7011,GBP,FundPrice
2020-03-24,22.4484,GBP,FundPrice
2020-03-25,23.4804,GBP,FundPrice
2020-03-26,24.3568,GBP,FundPrice
2020-03-27,23.3851,GBP,FundPrice
2020-03-28,23.3851,GBP,FundPrice
2020-03-29,23.3851,GBP,FundPrice
2020-03-30,23.1583,GBP,FundPrice
2020-03-31,23.9032,GBP,FundPrice
2020-04-01,23.0224,GBP,FundPrice
2020-04-02,22.8787,GBP,FundPrice
2020-04-03,22.3437,GBP,FundPrice
2020-04-04,22.3437,GBP,FundPrice
2020-04-05,22.3437,GBP,FundPrice
2020-04-06,23.4585,GBP,FundPrice
2020-04-07,24.6552,GBP,FundPrice
2020-04-08,25.1206,GBP,FundPrice
2020-04-09,25.9864,GBP,FundPrice
2020-04-10,25.9864,GBP,FundPrice
2020-04-11,25.9864,GBP,FundPrice
2020-04-12,25.9864,GBP,FundPrice
2020-04-13,25.9864,GBP,FundPrice
2020-04-14,25.4704,GBP,FundPrice
2020-04-15,24.3079,GBP,FundPrice
2020-04-16,24.362,GBP,FundPrice
2020-04-17,25.1223,GBP,FundPrice
2020-04-18,25.1223,GBP,FundPrice
2020-04-19,25.1223,GBP,FundPrice
2020-04-20,25.0645,GBP,FundPrice
2020-04-21,24.3936,GBP,FundPrice
2020-04-22,24.6899,GBP,FundPrice
2020-04-23,25.0422,GBP,FundPrice
2020-04-24,24.8749,GBP,FundPrice
2020-04-25,24.8749,GBP,FundPrice
2020-04-26,24.8749,GBP,FundPrice
2020-04-27,25.2948,GBP,FundPrice
2020-04-28,25.8318,GBP,FundPrice
2020-04-29,26.6937,GBP,FundPrice
2020-04-30,26.0982,GBP,FundPrice
2020-05-01,25.6116,GBP,FundPrice
2020-05-02,25.6116,GBP,FundPrice
2020-05-03,25.6116,GBP,FundPrice
2020-05-04,25.3007,GBP,FundPrice
2020-05-05,25.5255,GBP,FundPrice
2020-05-06,25.3502,GBP,FundPrice
2020-05-07,25.7778,GBP,FundPrice
2020-05-08,25.7778,GBP,FundPrice
2020-05-09,25.7778,GBP,FundPrice
2020-05-10,25.7778,GBP,FundPrice
2020-05-11,25.8143,GBP,FundPrice
2020-05-12,25.6578,GBP,FundPrice
2020-05-13,25.1902,GBP,FundPrice
2020-05-14,24.4456,GBP,FundPrice
2020-05-15,24.8515,GBP,FundPrice
2020-05-16,24.8515,GBP,FundPrice
2020-05-17,24.8515,GBP,FundPrice
2020-05-18,25.7537,GBP,FundPrice
2020-05-19,25.8964,GBP,FundPrice
2020-05-20,25.9737,GBP,FundPrice
2020-05-21,26.0103,GBP,FundPrice
2020-05-22,26.0304,GBP,FundPrice
2020-05-23,26.0304,GBP,FundPrice
2020-05-24,26.0304,GBP,FundPrice
2020-05-25,26.0304,GBP,FundPrice
2020-05-26,26.8784,GBP,FundPrice
2020-05-27,27.2119,GBP,FundPrice
2020-05-28,27.5244,GBP,FundPrice
2020-05-29,27.0603,GBP,FundPrice
2020-05-30,27.0603,GBP,FundPrice
2020-05-31,27.0603,GBP,FundPrice
2020-06-01,27.4326,GBP,FundPrice
2020-06-02,27.6848,GBP,FundPrice
2020-06-03,28.4158,GBP,FundPrice
2020-06-04,28.3117,GBP,FundPrice
2020-06-05,28.9523,GBP,FundPrice
2020-06-06,28.9523,GBP,FundPrice
2020-06-07,28.9523,GBP,FundPrice
2020-06-08,28.8051,GBP,FundPrice
2020-06-09,28.1993,GBP,FundPrice
2020-06-10,27.9615,GBP,FundPrice
2020-06-11,26.9659,GBP,FundPrice
2020-06-12,27.1303,GBP,FundPrice
2020-06-13,27.1303,GBP,FundPrice
2020-06-14,27.1303,GBP,FundPrice
2020-06-15,27.1503,GBP,FundPrice
2020-06-16,27.7458,GBP,FundPrice
2020-06-17,27.9334,GBP,FundPrice
2020-06-18,27.8516,GBP,FundPrice
2020-06-19,28.1163,GBP,FundPrice
2020-06-20,28.1163,GBP,FundPrice
2020-06-21,28.1163,GBP,FundPrice
2020-06-22,27.9295,GBP,FundPrice
2020-06-23,28.0549,GBP,FundPrice
2020-06-24,27.2571,GBP,FundPrice
2020-06-25,27.2005,GBP,FundPrice
2020-06-26,27.2028,GBP,FundPrice
2020-06-27,27.2028,GBP,FundPrice
2020-06-28,27.2028,GBP,FundPrice
2020-06-29,27.3384,GBP,FundPrice
2020-06-30,27.2119,GBP,FundPrice
2020-07-01,27.3236,GBP,FundPrice
2020-07-02,27.6149,GBP,FundPrice
2020-07-03,27.5099,GBP,FundPrice
2020-07-04,27.5099,GBP,FundPrice
2020-07-05,27.5099,GBP,FundPrice
2020-07-06,27.9041,GBP,FundPrice
2020-07-07,27.5862,GBP,FundPrice
2020-07-08,27.324,GBP,FundPrice
2020-07-09,27.0111,GBP,FundPrice
2020-07-10,27.3207,GBP,FundPrice
2020-07-11,27.3207,GBP,FundPrice
2020-07-12,27.3207,GBP,FundPrice
2020-07-13,27.6466,GBP,FundPrice
2020-07-14,27.312,GBP,FundPrice
2020-07-15,27.7031,GBP,FundPrice
2020-07-16,27.5496,GBP,FundPrice
2020-07-17,27.5918,GBP,FundPrice
2020-07-18,27.5918,GBP,FundPrice
2020-07-19,27.5918,GBP,FundPrice
2020-07-20,27.6519,GBP,FundPrice
2020-07-21,27.8362,GBP,FundPrice
2020-07-22,27.7787,GBP,FundPrice
2020-07-23,27.8213,GBP,FundPrice
2020-07-24,27.4641,GBP,FundPrice
2020-07-25,27.4641,GBP,FundPrice
2020-07-26,27.4641,GBP,FundPrice
2020-07-27,27.2936,GBP,FundPrice
2020-07-28,27.4847,GBP,FundPrice
2020-07-29,27.4361,GBP,FundPrice
2020-07-30,27.0744,GBP,FundPrice
2020-07-31,26.9402,GBP,FundPrice
2020-08-01,26.9402,GBP,FundPrice
2020-08-02,26.9402,GBP,FundPrice
2020-08-03,27.2986,GBP,FundPrice
2020-08-04,27.5364,GBP,FundPrice
2020-08-05,28.0621,GBP,FundPrice
2020-08-06,27.8335,GBP,FundPrice
2020-08-07,28.0617,GBP,FundPrice
2020-08-08,28.0617,GBP,FundPrice
2020-08-09,28.0617,GBP,FundPrice
2020-08-10,28.2238,GBP,FundPrice
2020-08-11,28.6575,GBP,FundPrice
2020-08-12,28.8048,GBP,FundPrice
2020-08-13,28.5844,GBP,FundPrice
2020-08-14,28.2826,GBP,FundPrice
2020-08-15,28.2826,GBP,FundPrice
2020-08-16,28.2826,GBP,FundPrice
2020-08-17,28.3419,GBP,FundPrice
2020-08-18,28.1042,GBP,FundPrice
2020-08-19,28.0415,GBP,FundPrice
2020-08-20,27.924,GBP,FundPrice
2020-08-21,28.0533,GBP,FundPrice
2020-08-22,28.0533,GBP,FundPrice
2020-08-23,28.0533,GBP,FundPrice
2020-08-24,28.2249,GBP,FundPrice
2020-08-25,28.0538,GBP,FundPrice
2020-08-26,28.3336,GBP,FundPrice
2020-08-27,28.3566,GBP,FundPrice
2020-08-28,28.3984,GBP,FundPrice
2020-08-29,28.3984,GBP,FundPrice
2020-08-30,28.3984,GBP,FundPrice
2020-08-31,28.3984,GBP,FundPrice
2020-09-01,28.1045,GBP,FundPrice
2020-09-02,28.2639,GBP,FundPrice
2020-09-03,27.884,GBP,FundPrice
2020-09-04,27.7151,GBP,FundPrice
2020-09-05,27.7151,GBP,FundPrice
2020-09-06,27.7151,GBP,FundPrice
2020-09-07,28.1752,GBP,FundPrice
2020-09-08,28.1479,GBP,FundPrice
2020-09-09,28.1004,GBP,FundPrice
2020-09-10,28.0787,GBP,FundPrice
2020-09-11,28.0497,GBP,FundPrice
2020-09-12,28.0497,GBP,FundPrice
2020-09-13,28.0497,GBP,FundPrice
2020-09-14,28.2432,GBP,FundPrice
2020-09-15,28.464,GBP,FundPrice
2020-09-16,28.4336,GBP,FundPrice
2020-09-17,28.3487,GBP,FundPrice
2020-09-18,28.0817,GBP,FundPrice
2020-09-19,28.0817,GBP,FundPrice
2020-09-20,28.0817,GBP,FundPrice
2020-09-21,26.969,GBP,FundPrice
2020-09-22,26.8838,GBP,FundPrice
2020-09-23,27.1564,GBP,FundPrice
2020-09-24,26.8704,GBP,FundPrice
2020-09-25,27.2559,GBP,FundPrice
2020-09-26,27.2559,GBP,FundPrice
2020-09-27,27.2559,GBP,FundPrice
2020-09-28,27.7773,GBP,FundPrice
2020-09-29,27.4635,GBP,FundPrice
2020-09-30,27.6891,GBP,FundPrice
2020-10-01,27.8058,GBP,FundPrice
2020-10-02,27.8267,GBP,FundPrice
2020-10-03,27.8267,GBP,FundPrice
2020-10-04,27.8267,GBP,FundPrice
2020-10-05,28.1263,GBP,FundPrice
2020-10-06,28.4686,GBP,FundPrice
2020-10-07,28.4757,GBP,FundPrice
2020-10-08,28.7154,GBP,FundPrice
2020-10-09,28.9202,GBP,FundPrice
2020-10-10,28.9202,GBP,FundPrice
2020-10-11,28.9202,GBP,FundPrice
2020-10-12,29.068,GBP,FundPrice
2020-10-13,28.6276,GBP,FundPrice
2020-10-14,28.7221,GBP,FundPrice
2020-10-15,28.5495,GBP,FundPrice
2020-10-16,28.5273,GBP,FundPrice
2020-10-17,28.5273,GBP,FundPrice
2020-10-18,28.5273,GBP,FundPrice
2020-10-19,28.5961,GBP,FundPrice
2020-10-20,28.697,GBP,FundPrice
2020-10-21,28.4691,GBP,FundPrice
2020-10-22,28.646,GBP,FundPrice
2020-10-23,28.9909,GBP,FundPrice
2020-10-24,28.9909,GBP,FundPrice
2020-10-25,28.9909,GBP,FundPrice
2020-10-26,28.5806,GBP,FundPrice
2020-10-27,28.1555,GBP,FundPrice
2020-10-28,27.6127,GBP,FundPrice
2020-10-29,27.5022,GBP,FundPrice
2020-10-30,27.5602,GBP,FundPrice
2020-10-31,27.5602,GBP,FundPrice
2020-11-01,27.5602,GBP,FundPrice
2020-11-02,27.5069,GBP,FundPrice
2020-11-03,28.0048,GBP,FundPrice
2020-11-04,28.4907,GBP,FundPrice
2020-11-05,28.7186,GBP,FundPrice
2020-11-06,28.7003,GBP,FundPrice
2020-11-07,28.7003,GBP,FundPrice
2020-11-08,28.7003,GBP,FundPrice
2020-11-09,30.1936,GBP,FundPrice
2020-11-10,30.4786,GBP,FundPrice
2020-11-11,30.9783,GBP,FundPrice
2020-11-12,30.9266,GBP,FundPrice
2020-11-13,30.8728,GBP,FundPrice
2020-11-14,30.8728,GBP,FundPrice
2020-11-15,30.8728,GBP,FundPrice
2020-11-16,31.4164,GBP,FundPrice
2020-11-17,31.2694,GBP,FundPrice
2020-11-18,31.5616,GBP,FundPrice
2020-11-19,31.27,GBP,FundPrice
2020-11-20,31.2692,GBP,FundPrice
2020-11-21,31.2692,GBP,FundPrice
2020-11-22,31.2692,GBP,FundPrice
