asOfDate,price,currencyCode,__typename
2021-12-08,100.04,GBP,FundPrice
2021-12-09,99.8358,GBP,FundPrice
2021-12-10,100.1789,GBP,FundPrice
2021-12-11,100.1789,GBP,FundPrice
2021-12-12,100.1789,GBP,FundPrice
2021-12-13,99.8845,GBP,FundPrice
2021-12-14,99.6835,GBP,FundPrice
2021-12-15,99.9815,GBP,FundPrice
2021-12-16,100.0611,GBP,FundPrice
2021-12-17,99.9185,GBP,FundPrice
2021-12-18,99.9185,GBP,FundPrice
2021-12-19,99.9185,GBP,FundPrice
2021-12-20,99.4383,GBP,FundPrice
2021-12-21,99.9685,GBP,FundPrice
2021-12-22,99.9097,GBP,FundPrice
2021-12-23,99.9197,GBP,FundPrice
2021-12-24,99.8471,GBP,FundPrice
2021-12-25,99.8471,GBP,FundPrice
2021-12-26,99.8471,GBP,FundPrice
2021-12-27,99.8471,GBP,FundPrice
2021-12-28,99.8471,GBP,FundPrice
2021-12-29,100.1192,GBP,FundPrice
2021-12-30,100.1051,GBP,FundPrice
2021-12-31,99.8918,GBP,FundPrice
2022-01-01,99.8918,GBP,FundPrice
2022-01-02,99.8918,GBP,FundPrice
2022-01-03,99.8918,GBP,FundPrice
2022-01-04,100.2306,GBP,FundPrice
2022-01-05,99.9258,GBP,FundPrice
2022-01-06,99.9248,GBP,FundPrice
2022-01-07,99.7276,GBP,FundPrice
2022-01-08,99.7276,GBP,FundPrice
2022-01-09,99.7276,GBP,FundPrice
2022-01-10,99.5574,GBP,FundPrice
2022-01-11,99.762,GBP,FundPrice
2022-01-12,99.7456,GBP,FundPrice
2022-01-13,99.629,GBP,FundPrice
2022-01-14,99.4174,GBP,FundPrice
2022-01-15,99.4174,GBP,FundPrice
2022-01-16,99.4174,GBP,FundPrice
2022-01-17,99.5564,GBP,FundPrice
2022-01-18,98.9964,GBP,FundPrice
2022-01-19,98.553,GBP,FundPrice
2022-01-20,98.349,GBP,FundPrice
2022-01-21,98.4191,GBP,FundPrice
