price,asOfDate,currencyCode,__typename
129.2295,2024-10-11,GBP,FundPrice
128.9072,2024-10-10,GBP,FundPrice
129.8545,2024-10-09,GBP,FundPrice
129.7475,2024-10-08,GBP,FundPrice
129.6869,2024-10-07,GBP,FundPrice
130.78,2024-10-04,GBP,FundPrice
132.6172,2024-10-03,GBP,FundPrice
132.2751,2024-10-02,GBP,FundPrice
134.3892,2024-10-01,GBP,FundPrice
132.7367,2024-09-30,GBP,FundPrice
132.6759,2024-09-27,GBP,FundPrice
132.4404,2024-09-26,GBP,FundPrice
133.1844,2024-09-25,GBP,FundPrice
134.4175,2024-09-24,GBP,FundPrice
134.3281,2024-09-23,GBP,FundPrice
134.7638,2024-09-20,GBP,FundPrice
135.3267,2024-09-19,GBP,FundPrice
136.3302,2024-09-18,GBP,FundPrice
137.6997,2024-09-17,GBP,FundPrice
137.8743,2024-09-16,GBP,FundPrice
137.4162,2024-09-13,GBP,FundPrice
137.0216,2024-09-12,GBP,FundPrice
137.5742,2024-09-11,GBP,FundPrice
136.3256,2024-09-10,GBP,FundPrice
135.833,2024-09-09,GBP,FundPrice
135.7682,2024-09-06,GBP,FundPrice
135.2784,2024-09-05,GBP,FundPrice
135.084,2024-09-04,GBP,FundPrice
134.0521,2024-09-03,GBP,FundPrice
132.669,2024-09-02,GBP,FundPrice
133.6104,2024-08-30,GBP,FundPrice
132.9776,2024-08-29,GBP,FundPrice
133.5392,2024-08-28,GBP,FundPrice
133.7382,2024-08-27,GBP,FundPrice
135.1341,2024-08-23,GBP,FundPrice
133.7934,2024-08-22,GBP,FundPrice
135.1548,2024-08-21,GBP,FundPrice
134.9655,2024-08-20,GBP,FundPrice
134.3168,2024-08-19,GBP,FundPrice
134.6062,2024-08-16,GBP,FundPrice
134.2698,2024-08-15,GBP,FundPrice
136.2577,2024-08-14,GBP,FundPrice
134.8345,2024-08-13,GBP,FundPrice
133.6452,2024-08-12,GBP,FundPrice
133.6216,2024-08-09,GBP,FundPrice
133.2026,2024-08-08,GBP,FundPrice
133.1422,2024-08-07,GBP,FundPrice
134.3672,2024-08-06,GBP,FundPrice
135.2456,2024-08-05,GBP,FundPrice
135.115,2024-08-02,GBP,FundPrice
134.6395,2024-08-01,GBP,FundPrice
132.5841,2024-07-31,GBP,FundPrice
131.5152,2024-07-30,GBP,FundPrice
131.1647,2024-07-29,GBP,FundPrice
130.0546,2024-07-26,GBP,FundPrice
