asOfDate,price,currencyCode,__typename
2022-11-15,5.0,GBP,FundPrice
2022-11-16,5.0323,GBP,FundPrice
2022-11-17,5.0102,GBP,FundPrice
2022-11-18,5.0067,GBP,FundPrice
2022-11-19,5.0067,GBP,FundPrice
2022-11-20,5.0067,GBP,FundPrice
2022-11-21,5.0148,GBP,FundPrice
2022-11-22,5.0415,GBP,FundPrice
2022-11-23,5.0704,GBP,FundPrice
2022-11-24,5.0706,GBP,FundPrice
2022-11-25,5.0806,GBP,FundPrice
2022-11-26,5.0806,GBP,FundPrice
2022-11-27,5.0806,GBP,FundPrice
2022-11-28,5.0684,GBP,FundPrice
2022-11-29,5.0433,GBP,FundPrice
2022-11-30,5.0768,GBP,FundPrice
2022-12-01,5.1343,GBP,FundPrice
2022-12-02,5.1531,GBP,FundPrice
2022-12-03,5.1531,GBP,FundPrice
2022-12-04,5.1531,GBP,FundPrice
2022-12-05,5.1177,GBP,FundPrice
2022-12-06,5.1404,GBP,FundPrice
2022-12-07,5.1772,GBP,FundPrice
2022-12-08,5.1695,GBP,FundPrice
2022-12-09,5.1363,GBP,FundPrice
2022-12-10,5.1363,GBP,FundPrice
2022-12-11,5.1363,GBP,FundPrice
2022-12-12,5.1371,GBP,FundPrice
2022-12-13,5.1695,GBP,FundPrice
2022-12-14,5.1758,GBP,FundPrice
2022-12-15,5.1767,GBP,FundPrice
2022-12-16,5.1599,GBP,FundPrice
2022-12-17,5.1599,GBP,FundPrice
2022-12-18,5.1599,GBP,FundPrice
2022-12-19,5.1234,GBP,FundPrice
2022-12-20,5.0836,GBP,FundPrice
2022-12-21,5.097,GBP,FundPrice
2022-12-22,5.0957,GBP,FundPrice
2022-12-23,5.0778,GBP,FundPrice
2022-12-24,5.0778,GBP,FundPrice
2022-12-25,5.0778,GBP,FundPrice
2022-12-26,5.0778,GBP,FundPrice
2022-12-27,5.0432,GBP,FundPrice
2022-12-28,5.0352,GBP,FundPrice
2022-12-29,5.0536,GBP,FundPrice
2022-12-30,5.033,GBP,FundPrice
2022-12-31,5.033,GBP,FundPrice
2023-01-01,5.033,GBP,FundPrice
2023-01-02,5.033,GBP,FundPrice
2023-01-03,5.0585,GBP,FundPrice
2023-01-04,5.082,GBP,FundPrice
2023-01-05,5.0792,GBP,FundPrice
2023-01-06,5.1347,GBP,FundPrice
2023-01-07,5.1347,GBP,FundPrice
2023-01-08,5.1347,GBP,FundPrice
2023-01-09,5.1561,GBP,FundPrice
2023-01-10,5.1379,GBP,FundPrice
2023-01-11,5.1756,GBP,FundPrice
2023-01-12,5.2175,GBP,FundPrice
2023-01-13,5.2034,GBP,FundPrice
2023-01-14,5.2034,GBP,FundPrice
2023-01-15,5.2034,GBP,FundPrice
2023-01-16,5.2052,GBP,FundPrice
2023-01-17,5.202,GBP,FundPrice
2023-01-18,5.2516,GBP,FundPrice
2023-01-19,5.2347,GBP,FundPrice
2023-01-20,5.207,GBP,FundPrice
2023-01-21,5.207,GBP,FundPrice
2023-01-22,5.207,GBP,FundPrice
2023-01-23,5.2007,GBP,FundPrice
2023-01-24,5.2242,GBP,FundPrice
2023-01-25,5.2266,GBP,FundPrice
2023-01-26,5.2232,GBP,FundPrice
2023-01-27,5.2178,GBP,FundPrice
2023-01-28,5.2178,GBP,FundPrice
2023-01-29,5.2178,GBP,FundPrice
2023-01-30,5.2047,GBP,FundPrice
2023-01-31,5.2288,GBP,FundPrice
2023-02-01,5.2624,GBP,FundPrice
2023-02-02,5.2772,GBP,FundPrice
2023-02-03,5.2321,GBP,FundPrice
2023-02-04,5.2321,GBP,FundPrice
2023-02-05,5.2321,GBP,FundPrice
2023-02-06,5.2003,GBP,FundPrice
2023-02-07,5.185,GBP,FundPrice
2023-02-08,5.194,GBP,FundPrice
2023-02-09,5.167,GBP,FundPrice
2023-02-10,5.135,GBP,FundPrice
2023-02-11,5.135,GBP,FundPrice
2023-02-12,5.135,GBP,FundPrice
2023-02-13,5.1453,GBP,FundPrice
2023-02-14,5.1314,GBP,FundPrice
2023-02-15,5.1175,GBP,FundPrice
2023-02-16,5.0923,GBP,FundPrice
2023-02-17,5.1002,GBP,FundPrice
2023-02-18,5.1002,GBP,FundPrice
2023-02-19,5.1002,GBP,FundPrice
