asOfDate,price,currencyCode,__typename
2015-12-17,100.0,GBP,FundPrice
2015-12-18,99.4535,GBP,FundPrice
2015-12-19,99.4535,GBP,FundPrice
2015-12-20,99.4535,GBP,FundPrice
2015-12-21,99.6593,GBP,FundPrice
2015-12-22,100.1224,GBP,FundPrice
2015-12-23,100.7563,GBP,FundPrice
2015-12-24,100.6792,GBP,FundPrice
2015-12-25,100.6792,GBP,FundPrice
2015-12-26,100.6792,GBP,FundPrice
2015-12-27,100.6792,GBP,FundPrice
2015-12-28,100.6792,GBP,FundPrice
2015-12-29,101.5447,GBP,FundPrice
2015-12-30,101.0207,GBP,FundPrice
2015-12-31,100.9122,GBP,FundPrice
2016-01-01,100.9122,GBP,FundPrice
2016-01-02,100.9122,GBP,FundPrice
2016-01-03,100.9122,GBP,FundPrice
2016-01-04,99.9065,GBP,FundPrice
2016-01-05,100.1138,GBP,FundPrice
2016-01-06,99.7261,GBP,FundPrice
2016-01-07,98.6092,GBP,FundPrice
2016-01-08,98.2905,GBP,FundPrice
2016-01-09,98.2905,GBP,FundPrice
2016-01-10,98.2905,GBP,FundPrice
2016-01-11,97.9555,GBP,FundPrice
2016-01-12,98.6948,GBP,FundPrice
2016-01-13,98.2437,GBP,FundPrice
2016-01-14,98.213,GBP,FundPrice
2016-01-15,97.612,GBP,FundPrice
2016-01-16,97.612,GBP,FundPrice
2016-01-17,97.612,GBP,FundPrice
2016-01-18,97.3873,GBP,FundPrice
2016-01-19,98.1731,GBP,FundPrice
2016-01-20,96.7934,GBP,FundPrice
2016-01-21,97.2235,GBP,FundPrice
2016-01-22,97.9674,GBP,FundPrice
2016-01-23,97.9674,GBP,FundPrice
2016-01-24,97.9674,GBP,FundPrice
2016-01-25,97.8833,GBP,FundPrice
2016-01-26,98.0777,GBP,FundPrice
2016-01-27,98.4284,GBP,FundPrice
2016-01-28,97.9489,GBP,FundPrice
2016-01-29,100.0048,GBP,FundPrice
2016-01-30,100.0048,GBP,FundPrice
2016-01-31,100.0048,GBP,FundPrice
2016-02-01,99.4353,GBP,FundPrice
2016-02-02,98.4921,GBP,FundPrice
2016-02-03,97.6197,GBP,FundPrice
2016-02-04,98.0595,GBP,FundPrice
2016-02-05,97.5923,GBP,FundPrice
2016-02-06,97.5923,GBP,FundPrice
2016-02-07,97.5923,GBP,FundPrice
2016-02-08,97.1066,GBP,FundPrice
2016-02-09,96.3274,GBP,FundPrice
2016-02-10,96.4671,GBP,FundPrice
2016-02-11,95.8325,GBP,FundPrice
2016-02-12,96.2739,GBP,FundPrice
2016-02-13,96.2739,GBP,FundPrice
2016-02-14,96.2739,GBP,FundPrice
2016-02-15,97.1362,GBP,FundPrice
2016-02-16,98.0424,GBP,FundPrice
2016-02-17,98.9533,GBP,FundPrice
2016-02-18,98.9568,GBP,FundPrice
2016-02-19,99.076,GBP,FundPrice
2016-02-20,99.076,GBP,FundPrice
2016-02-21,99.076,GBP,FundPrice
2016-02-22,100.3313,GBP,FundPrice
2016-02-23,99.8146,GBP,FundPrice
2016-02-24,100.0389,GBP,FundPrice
2016-02-25,100.8648,GBP,FundPrice
2016-02-26,101.3337,GBP,FundPrice
2016-02-27,101.3337,GBP,FundPrice
2016-02-28,101.3337,GBP,FundPrice
2016-02-29,101.0391,GBP,FundPrice
2016-03-01,101.9019,GBP,FundPrice
2016-03-02,101.8541,GBP,FundPrice
2016-03-03,101.9242,GBP,FundPrice
2016-03-04,102.1707,GBP,FundPrice
2016-03-05,102.1707,GBP,FundPrice
2016-03-06,102.1707,GBP,FundPrice
2016-03-07,102.1722,GBP,FundPrice
2016-03-08,101.8921,GBP,FundPrice
2016-03-09,101.7884,GBP,FundPrice
2016-03-10,101.2167,GBP,FundPrice
2016-03-11,101.9569,GBP,FundPrice
2016-03-12,101.9569,GBP,FundPrice
2016-03-13,101.9569,GBP,FundPrice
2016-03-14,102.427,GBP,FundPrice
2016-03-15,102.6103,GBP,FundPrice
2016-03-16,103.046,GBP,FundPrice
2016-03-17,102.6202,GBP,FundPrice
2016-03-18,102.7425,GBP,FundPrice
2016-03-19,102.7425,GBP,FundPrice
2016-03-20,102.7425,GBP,FundPrice
2016-03-21,103.0179,GBP,FundPrice
2016-03-22,103.7461,GBP,FundPrice
