asOfDate,price,currencyCode,__typename
2019-09-24,25.0,USD,FundPrice
2019-09-25,24.6836,USD,FundPrice
2019-09-26,24.6522,USD,FundPrice
2019-09-27,24.6578,USD,FundPrice
2019-09-28,24.6578,USD,FundPrice
2019-09-29,24.6578,USD,FundPrice
2019-09-30,24.646,USD,FundPrice
2019-10-01,24.6634,USD,FundPrice
2019-10-02,24.3254,USD,FundPrice
2019-10-03,24.1838,USD,FundPrice
2019-10-04,24.2063,USD,FundPrice
2019-10-05,24.2063,USD,FundPrice
2019-10-06,24.2063,USD,FundPrice
2019-10-07,24.2858,USD,FundPrice
2019-10-08,24.4274,USD,FundPrice
2019-10-09,24.2494,USD,FundPrice
2019-10-10,24.2273,USD,FundPrice
2019-10-11,24.6242,USD,FundPrice
2019-10-12,24.6242,USD,FundPrice
2019-10-13,24.6242,USD,FundPrice
2019-10-14,24.7922,USD,FundPrice
2019-10-15,24.7875,USD,FundPrice
2019-10-16,24.9932,USD,FundPrice
2019-10-17,25.0498,USD,FundPrice
2019-10-18,24.9547,USD,FundPrice
2019-10-19,24.9547,USD,FundPrice
2019-10-20,24.9547,USD,FundPrice
2019-10-21,25.1026,USD,FundPrice
2019-10-22,25.2849,USD,FundPrice
2019-10-23,25.1653,USD,FundPrice
2019-10-24,25.2445,USD,FundPrice
2019-10-25,25.3251,USD,FundPrice
2019-10-26,25.3251,USD,FundPrice
2019-10-27,25.3251,USD,FundPrice
2019-10-28,25.4329,USD,FundPrice
2019-10-29,25.5226,USD,FundPrice
2019-10-30,25.3711,USD,FundPrice
2019-10-31,25.4628,USD,FundPrice
2019-11-01,25.616,USD,FundPrice
2019-11-02,25.616,USD,FundPrice
2019-11-03,25.616,USD,FundPrice
2019-11-04,25.8485,USD,FundPrice
2019-11-05,25.9483,USD,FundPrice
2019-11-06,25.9045,USD,FundPrice
2019-11-07,26.0353,USD,FundPrice
2019-11-08,25.9165,USD,FundPrice
2019-11-09,25.9165,USD,FundPrice
2019-11-10,25.9165,USD,FundPrice
2019-11-11,25.7141,USD,FundPrice
2019-11-12,25.8305,USD,FundPrice
2019-11-13,25.492,USD,FundPrice
2019-11-14,25.4624,USD,FundPrice
2019-11-15,25.744,USD,FundPrice
2019-11-16,25.744,USD,FundPrice
2019-11-17,25.744,USD,FundPrice
2019-11-18,25.7994,USD,FundPrice
2019-11-19,25.9207,USD,FundPrice
2019-11-20,25.568,USD,FundPrice
2019-11-21,25.2264,USD,FundPrice
2019-11-22,25.3213,USD,FundPrice
2019-11-23,25.3213,USD,FundPrice
2019-11-24,25.3213,USD,FundPrice
2019-11-25,25.5183,USD,FundPrice
2019-11-26,25.591,USD,FundPrice
2019-11-27,25.7353,USD,FundPrice
2019-11-28,25.6606,USD,FundPrice
2019-11-29,25.4103,USD,FundPrice
2019-11-30,25.4103,USD,FundPrice
2019-12-01,25.4103,USD,FundPrice
2019-12-02,25.5352,USD,FundPrice
2019-12-03,25.26,USD,FundPrice
2019-12-04,24.9493,USD,FundPrice
