asOfDate,price,currencyCode,__typename
2022-08-16,5.0,EUR,FundPrice
2022-08-17,4.9387,EUR,FundPrice
2022-08-18,4.9614,EUR,FundPrice
2022-08-19,4.9199,EUR,FundPrice
2022-08-20,4.9199,EUR,FundPrice
2022-08-21,4.9199,EUR,FundPrice
2022-08-22,4.8684,EUR,FundPrice
2022-08-23,4.8309,EUR,FundPrice
2022-08-24,4.8446,EUR,FundPrice
2022-08-25,4.8586,EUR,FundPrice
2022-08-26,4.7707,EUR,FundPrice
2022-08-27,4.7707,EUR,FundPrice
2022-08-28,4.7707,EUR,FundPrice
2022-08-29,4.726,EUR,FundPrice
2022-08-30,4.7053,EUR,FundPrice
2022-08-31,4.6699,EUR,FundPrice
2022-09-01,4.5799,EUR,FundPrice
2022-09-02,4.6681,EUR,FundPrice
2022-09-03,4.6681,EUR,FundPrice
2022-09-04,4.6681,EUR,FundPrice
2022-09-05,4.6279,EUR,FundPrice
2022-09-06,4.6467,EUR,FundPrice
2022-09-07,4.6217,EUR,FundPrice
2022-09-08,4.6499,EUR,FundPrice
2022-09-09,4.7279,EUR,FundPrice
2022-09-10,4.7279,EUR,FundPrice
2022-09-11,4.7279,EUR,FundPrice
2022-09-12,4.8087,EUR,FundPrice
2022-09-13,4.7255,EUR,FundPrice
2022-09-14,4.6816,EUR,FundPrice
2022-09-15,4.6553,EUR,FundPrice
2022-09-16,4.5801,EUR,FundPrice
2022-09-17,4.5801,EUR,FundPrice
2022-09-18,4.5801,EUR,FundPrice
2022-09-19,4.5801,EUR,FundPrice
2022-09-20,4.515,EUR,FundPrice
2022-09-21,4.5497,EUR,FundPrice
2022-09-22,4.4572,EUR,FundPrice
2022-09-23,4.3699,EUR,FundPrice
2022-09-24,4.3699,EUR,FundPrice
2022-09-25,4.3699,EUR,FundPrice
2022-09-26,4.3484,EUR,FundPrice
2022-09-27,4.3393,EUR,FundPrice
2022-09-28,4.3498,EUR,FundPrice
2022-09-29,4.2662,EUR,FundPrice
2022-09-30,4.3292,EUR,FundPrice
2022-10-01,4.3292,EUR,FundPrice
2022-10-02,4.3292,EUR,FundPrice
2022-10-03,4.3562,EUR,FundPrice
2022-10-04,4.4905,EUR,FundPrice
2022-10-05,4.4364,EUR,FundPrice
2022-10-06,4.4164,EUR,FundPrice
2022-10-07,4.3523,EUR,FundPrice
2022-10-08,4.3523,EUR,FundPrice
2022-10-09,4.3523,EUR,FundPrice
2022-10-10,4.336,EUR,FundPrice
2022-10-11,4.318,EUR,FundPrice
2022-10-12,4.2901,EUR,FundPrice
2022-10-13,4.3168,EUR,FundPrice
2022-10-14,4.3498,EUR,FundPrice
2022-10-15,4.3498,EUR,FundPrice
2022-10-16,4.3498,EUR,FundPrice
2022-10-17,4.4314,EUR,FundPrice
2022-10-18,4.4584,EUR,FundPrice
2022-10-19,4.4278,EUR,FundPrice
2022-10-20,4.4347,EUR,FundPrice
2022-10-21,4.4015,EUR,FundPrice
2022-10-22,4.4015,EUR,FundPrice
2022-10-23,4.4015,EUR,FundPrice
2022-10-24,4.4631,EUR,FundPrice
2022-10-25,4.5458,EUR,FundPrice
2022-10-26,4.5741,EUR,FundPrice
2022-10-27,4.5611,EUR,FundPrice
2022-10-28,4.566,EUR,FundPrice
2022-10-29,4.566,EUR,FundPrice
2022-10-30,4.566,EUR,FundPrice
2022-10-31,4.5866,EUR,FundPrice
2022-11-01,4.6013,EUR,FundPrice
2022-11-02,4.5995,EUR,FundPrice
2022-11-03,4.5463,EUR,FundPrice
2022-11-04,4.6166,EUR,FundPrice
2022-11-05,4.6166,EUR,FundPrice
2022-11-06,4.6166,EUR,FundPrice
2022-11-07,4.6365,EUR,FundPrice
2022-11-08,4.6875,EUR,FundPrice
2022-11-09,4.6804,EUR,FundPrice
2022-11-10,4.8304,EUR,FundPrice
2022-11-11,4.8324,EUR,FundPrice
2022-11-12,4.8324,EUR,FundPrice
2022-11-13,4.8324,EUR,FundPrice
2022-11-14,4.8391,EUR,FundPrice
2022-11-15,4.8501,EUR,FundPrice
2022-11-16,4.7925,EUR,FundPrice
2022-11-17,4.7739,EUR,FundPrice
2022-11-18,4.8316,EUR,FundPrice
2022-11-19,4.8316,EUR,FundPrice
2022-11-20,4.8316,EUR,FundPrice
2022-11-21,4.8409,EUR,FundPrice
2022-11-22,4.8576,EUR,FundPrice
2022-11-23,4.8898,EUR,FundPrice
2022-11-24,4.9166,EUR,FundPrice
2022-11-25,4.9119,EUR,FundPrice
2022-11-26,4.9119,EUR,FundPrice
2022-11-27,4.9119,EUR,FundPrice
2022-11-28,4.8814,EUR,FundPrice
2022-11-29,4.8605,EUR,FundPrice
2022-11-30,4.8827,EUR,FundPrice
2022-12-01,4.9409,EUR,FundPrice
2022-12-02,4.9371,EUR,FundPrice
2022-12-03,4.9371,EUR,FundPrice
2022-12-04,4.9371,EUR,FundPrice
2022-12-05,4.915,EUR,FundPrice
2022-12-06,4.8785,EUR,FundPrice
2022-12-07,4.8548,EUR,FundPrice
2022-12-08,4.8458,EUR,FundPrice
2022-12-09,4.8944,EUR,FundPrice
2022-12-10,4.8944,EUR,FundPrice
2022-12-11,4.8944,EUR,FundPrice
2022-12-12,4.8672,EUR,FundPrice
2022-12-13,4.9336,EUR,FundPrice
2022-12-14,4.9383,EUR,FundPrice
2022-12-15,4.7809,EUR,FundPrice
2022-12-16,4.7229,EUR,FundPrice
2022-12-17,4.7229,EUR,FundPrice
2022-12-18,4.7229,EUR,FundPrice
2022-12-19,4.7267,EUR,FundPrice
2022-12-20,4.7021,EUR,FundPrice
2022-12-21,4.7829,EUR,FundPrice
2022-12-22,4.7358,EUR,FundPrice
2022-12-23,4.7384,EUR,FundPrice
2022-12-24,4.7384,EUR,FundPrice
2022-12-25,4.7384,EUR,FundPrice
2022-12-26,4.7384,EUR,FundPrice
2022-12-27,4.7381,EUR,FundPrice
2022-12-28,4.7336,EUR,FundPrice
2022-12-29,4.7729,EUR,FundPrice
2022-12-30,4.7128,EUR,FundPrice
2022-12-31,4.7128,EUR,FundPrice
2023-01-01,4.7128,EUR,FundPrice
2023-01-02,4.7128,EUR,FundPrice
2023-01-03,4.8263,EUR,FundPrice
2023-01-04,4.9078,EUR,FundPrice
2023-01-05,4.8955,EUR,FundPrice
2023-01-06,4.943,EUR,FundPrice
2023-01-07,4.943,EUR,FundPrice
2023-01-08,4.943,EUR,FundPrice
2023-01-09,4.9925,EUR,FundPrice
2023-01-10,4.9652,EUR,FundPrice
2023-01-11,4.9767,EUR,FundPrice
2023-01-12,5.0055,EUR,FundPrice
2023-01-13,5.0352,EUR,FundPrice
2023-01-14,5.0352,EUR,FundPrice
2023-01-15,5.0352,EUR,FundPrice
2023-01-16,5.0683,EUR,FundPrice
2023-01-17,5.0811,EUR,FundPrice
2023-01-18,5.0936,EUR,FundPrice
2023-01-19,5.0114,EUR,FundPrice
2023-01-20,5.0288,EUR,FundPrice
2023-01-21,5.0288,EUR,FundPrice
2023-01-22,5.0288,EUR,FundPrice
2023-01-23,5.0586,EUR,FundPrice
2023-01-24,5.0454,EUR,FundPrice
2023-01-25,5.0295,EUR,FundPrice
2023-01-26,5.0535,EUR,FundPrice
2023-01-27,5.0716,EUR,FundPrice
2023-01-28,5.0716,EUR,FundPrice
2023-01-29,5.0716,EUR,FundPrice
2023-01-30,5.0625,EUR,FundPrice
2023-01-31,5.0506,EUR,FundPrice
2023-02-01,5.0539,EUR,FundPrice
2023-02-02,5.1436,EUR,FundPrice
2023-02-03,5.1567,EUR,FundPrice
2023-02-04,5.1567,EUR,FundPrice
2023-02-05,5.1567,EUR,FundPrice
2023-02-06,5.1194,EUR,FundPrice
2023-02-07,5.1221,EUR,FundPrice
2023-02-08,5.1373,EUR,FundPrice
2023-02-09,5.1654,EUR,FundPrice
2023-02-10,5.1009,EUR,FundPrice
2023-02-11,5.1009,EUR,FundPrice
2023-02-12,5.1009,EUR,FundPrice
2023-02-13,5.1455,EUR,FundPrice
2023-02-14,5.1523,EUR,FundPrice
2023-02-15,5.1697,EUR,FundPrice
2023-02-16,5.173,EUR,FundPrice
2023-02-17,5.166,EUR,FundPrice
2023-02-18,5.166,EUR,FundPrice
2023-02-19,5.166,EUR,FundPrice
2023-02-20,5.166,EUR,FundPrice
2023-02-21,5.1518,EUR,FundPrice
2023-02-22,5.1356,EUR,FundPrice
2023-02-23,5.1399,EUR,FundPrice
2023-02-24,5.0892,EUR,FundPrice
2023-02-25,5.0892,EUR,FundPrice
2023-02-26,5.0892,EUR,FundPrice
2023-02-27,5.144,EUR,FundPrice
2023-02-28,5.1274,EUR,FundPrice
2023-03-01,5.0828,EUR,FundPrice
2023-03-02,5.1035,EUR,FundPrice
2023-03-03,5.1537,EUR,FundPrice
2023-03-04,5.1537,EUR,FundPrice
2023-03-05,5.1537,EUR,FundPrice
2023-03-06,5.155,EUR,FundPrice
2023-03-07,5.1102,EUR,FundPrice
