asOfDate,price,currencyCode,__typename
2022-08-16,5.0,USD,FundPrice
2022-08-17,4.9511,USD,FundPrice
2022-08-18,4.9577,USD,FundPrice
2022-08-19,4.8807,USD,FundPrice
2022-08-20,4.8807,USD,FundPrice
2022-08-21,4.8807,USD,FundPrice
2022-08-22,4.7712,USD,FundPrice
2022-08-23,4.7536,USD,FundPrice
2022-08-24,4.7671,USD,FundPrice
2022-08-25,4.8396,USD,FundPrice
2022-08-26,4.6697,USD,FundPrice
2022-08-27,4.6697,USD,FundPrice
2022-08-28,4.6697,USD,FundPrice
2022-08-29,4.6285,USD,FundPrice
2022-08-30,4.5827,USD,FundPrice
2022-08-31,4.5487,USD,FundPrice
2022-09-01,4.554,USD,FundPrice
2022-09-02,4.5051,USD,FundPrice
2022-09-03,4.5051,USD,FundPrice
2022-09-04,4.5051,USD,FundPrice
2022-09-05,4.5044,USD,FundPrice
2022-09-06,4.4832,USD,FundPrice
2022-09-07,4.5734,USD,FundPrice
2022-09-08,4.6107,USD,FundPrice
2022-09-09,4.6909,USD,FundPrice
2022-09-10,4.6909,USD,FundPrice
2022-09-11,4.6909,USD,FundPrice
2022-09-12,4.7432,USD,FundPrice
2022-09-13,4.5323,USD,FundPrice
2022-09-14,4.541,USD,FundPrice
2022-09-15,4.4918,USD,FundPrice
2022-09-16,4.4525,USD,FundPrice
2022-09-17,4.4525,USD,FundPrice
2022-09-18,4.4525,USD,FundPrice
2022-09-19,4.4525,USD,FundPrice
2022-09-20,4.4271,USD,FundPrice
2022-09-21,4.3513,USD,FundPrice
2022-09-22,4.3002,USD,FundPrice
2022-09-23,4.2333,USD,FundPrice
2022-09-24,4.2333,USD,FundPrice
2022-09-25,4.2333,USD,FundPrice
2022-09-26,4.1903,USD,FundPrice
2022-09-27,4.185,USD,FundPrice
2022-09-28,4.2708,USD,FundPrice
2022-09-29,4.1767,USD,FundPrice
2022-09-30,4.1198,USD,FundPrice
2022-10-01,4.1198,USD,FundPrice
2022-10-02,4.1198,USD,FundPrice
2022-10-03,4.22,USD,FundPrice
2022-10-04,4.3564,USD,FundPrice
2022-10-05,4.3415,USD,FundPrice
2022-10-06,4.2977,USD,FundPrice
2022-10-07,4.164,USD,FundPrice
2022-10-08,4.164,USD,FundPrice
2022-10-09,4.164,USD,FundPrice
2022-10-10,4.1298,USD,FundPrice
2022-10-11,4.0961,USD,FundPrice
2022-10-12,4.0884,USD,FundPrice
2022-10-13,4.1835,USD,FundPrice
2022-10-14,4.0833,USD,FundPrice
2022-10-15,4.0833,USD,FundPrice
2022-10-16,4.0833,USD,FundPrice
2022-10-17,4.2051,USD,FundPrice
2022-10-18,4.2518,USD,FundPrice
2022-10-19,4.2055,USD,FundPrice
2022-10-20,4.1726,USD,FundPrice
2022-10-21,4.2642,USD,FundPrice
2022-10-22,4.2642,USD,FundPrice
2022-10-23,4.2642,USD,FundPrice
2022-10-24,4.3106,USD,FundPrice
2022-10-25,4.3977,USD,FundPrice
2022-10-26,4.3593,USD,FundPrice
2022-10-27,4.3299,USD,FundPrice
2022-10-28,4.432,USD,FundPrice
2022-10-29,4.432,USD,FundPrice
2022-10-30,4.432,USD,FundPrice
2022-10-31,4.3974,USD,FundPrice
2022-11-01,4.3787,USD,FundPrice
2022-11-02,4.2577,USD,FundPrice
2022-11-03,4.2006,USD,FundPrice
2022-11-04,4.2552,USD,FundPrice
2022-11-05,4.2552,USD,FundPrice
2022-11-06,4.2552,USD,FundPrice
2022-11-07,4.2941,USD,FundPrice
2022-11-08,4.3196,USD,FundPrice
2022-11-09,4.2305,USD,FundPrice
2022-11-10,4.4924,USD,FundPrice
2022-11-11,4.5422,USD,FundPrice
2022-11-12,4.5422,USD,FundPrice
2022-11-13,4.5422,USD,FundPrice
2022-11-14,4.496,USD,FundPrice
2022-11-15,4.5388,USD,FundPrice
2022-11-16,4.4941,USD,FundPrice
2022-11-17,4.4739,USD,FundPrice
2022-11-18,4.4943,USD,FundPrice
2022-11-19,4.4943,USD,FundPrice
2022-11-20,4.4943,USD,FundPrice
2022-11-21,4.4723,USD,FundPrice
2022-11-22,4.5309,USD,FundPrice
2022-11-23,4.5643,USD,FundPrice
2022-11-24,4.5656,USD,FundPrice
2022-11-25,4.564,USD,FundPrice
2022-11-26,4.564,USD,FundPrice
2022-11-27,4.564,USD,FundPrice
2022-11-28,4.4937,USD,FundPrice
2022-11-29,4.4815,USD,FundPrice
2022-11-30,4.6343,USD,FundPrice
2022-12-01,4.6373,USD,FundPrice
2022-12-02,4.6311,USD,FundPrice
2022-12-03,4.6311,USD,FundPrice
2022-12-04,4.6311,USD,FundPrice
2022-12-05,4.54,USD,FundPrice
2022-12-06,4.4705,USD,FundPrice
2022-12-07,4.4639,USD,FundPrice
2022-12-08,4.5047,USD,FundPrice
2022-12-09,4.4747,USD,FundPrice
2022-12-10,4.4747,USD,FundPrice
2022-12-11,4.4747,USD,FundPrice
2022-12-12,4.5324,USD,FundPrice
2022-12-13,4.5663,USD,FundPrice
2022-12-14,4.5383,USD,FundPrice
2022-12-15,4.4024,USD,FundPrice
2022-12-16,4.3537,USD,FundPrice
2022-12-17,4.3537,USD,FundPrice
2022-12-18,4.3537,USD,FundPrice
2022-12-19,4.3047,USD,FundPrice
2022-12-20,4.3085,USD,FundPrice
2022-12-21,4.3725,USD,FundPrice
2022-12-22,4.3105,USD,FundPrice
2022-12-23,4.3274,USD,FundPrice
2022-12-24,4.3274,USD,FundPrice
2022-12-25,4.3274,USD,FundPrice
2022-12-26,4.3274,USD,FundPrice
2022-12-27,4.3018,USD,FundPrice
2022-12-28,4.2508,USD,FundPrice
2022-12-29,4.3352,USD,FundPrice
2022-12-30,4.3219,USD,FundPrice
2022-12-31,4.3219,USD,FundPrice
2023-01-01,4.3219,USD,FundPrice
2023-01-02,4.3219,USD,FundPrice
2023-01-03,4.3098,USD,FundPrice
2023-01-04,4.3482,USD,FundPrice
2023-01-05,4.2888,USD,FundPrice
2023-01-06,4.3879,USD,FundPrice
2023-01-07,4.3879,USD,FundPrice
